frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
2103	10.535249	5	441.482	126.146	1902.383	334.315	2430.020	658.487	3206.580	200.995	3790.305	497.610
2104	10.540249	5	438.325	112.481	1887.620	278.408	2462.439	589.330	3208.525	179.690	3812.446	430.404
2105	10.545249	5	432.726	95.879	1896.862	264.379	2472.771	568.600	3206.062	171.332	3817.659	445.456
2106	10.550249	5	431.293	86.998	1898.403	245.937	2471.389	528.031	3203.350	165.486	3793.631	443.037
2107	10.555249	5	426.168	81.682	1905.621	232.350	2453.008	395.152	3221.105	142.417	3862.395	393.410
2108	10.560249	5	426.808	77.081	1922.167	228.399	2456.357	397.306	3231.715	135.800	3886.073	393.982
2109	10.565249	5	423.205	70.856	1945.490	244.698	2466.548	420.431	3244.147	156.297	3816.658	420.476
2110	10.570249	5	423.961	62.301	1956.048	223.744	2492.982	424.902	3258.210	145.347	3876.630	452.114
2111	10.575249	5	421.430	62.548	1954.679	213.943	2511.297	404.134	3260.443	146.882	3899.458	521.721
2112	10.580249	5	420.024	55.217	1942.523	193.788	2517.523	348.731	3248.278	132.466	3913.564	459.833
2113	10.585249	5	417.108	57.742	1950.962	197.877	2523.059	313.472	3238.295	123.637	3915.692	403.940
2114	10.590249	5	416.140	58.845	1939.679	193.050	2523.763	281.341	3240.694	115.937	3957.462	350.073
2115	10.595249	5	412.686	67.817	1928.469	187.076	2525.843	254.597	3241.017	110.889	3951.366	311.236
2116	10.600249	5	409.397	67.424	1920.173	193.007	2529.915	249.172	3235.830	121.760	3808.070	281.030
2117	10.605249	5	401.896	66.637	1894.601	187.845	2502.734	197.904	3205.732	102.905	3694.112	168.249
2118	10.610249	5	393.295	83.556	1893.868	222.049	2519.468	202.489	3213.526	99.421	3730.099	158.638
2119	10.615249	5	381.986	126.097	1905.513	294.984	2511.413	218.753	3214.953	94.332	3741.020	156.258
2120	10.620249	5	381.540	206.056	1955.556	433.263	2521.534	361.591	3267.892	130.112	3881.863	461.294
2121	10.625249	5	289.756	170.585	1929.032	540.409	2515.314	379.344	3333.829	107.824	4442.894	862.765
2122	10.630249	5	221.149	53.960	1924.503	559.670	2591.461	653.089	3410.347	269.692	4647.609	776.291
2123	10.635249	5	223.518	54.194	1996.115	512.014	2690.024	1100.142	3360.850	410.527	4694.812	816.661
2124	10.640249	5	245.282	69.853	2130.992	628.402	2380.411	1461.903	3360.085	374.003	4791.623	785.983
2125	10.645249	5	241.691	80.679	1955.735	407.623	2666.721	1295.442	3390.443	510.390	4803.054	784.277
2126	10.650249	5	236.831	72.099	1912.522	252.352	2808.329	781.525	3545.859	583.494	4717.996	720.283
2127	10.655249	5	239.855	238.859	2064.879	499.312	3042.641	467.306	3721.312	359.312	4554.578	524.393
2128	10.660249	4	1918.903	824.589	2976.958	583.901	3703.612	479.627	4433.713	658.667	--undefined--	--undefined--
2129	10.665249	4	1819.178	972.441	3017.280	835.561	3793.147	2063.312	4159.049	341.115	--undefined--	--undefined--
2130	10.670249	4	1756.339	717.524	2874.157	711.664	4182.624	99.504	4404.212	1498.028	--undefined--	--undefined--
2131	10.675249	4	1715.217	437.587	2946.441	742.533	4168.379	79.797	4392.540	788.261	--undefined--	--undefined--
2132	10.680249	4	1787.820	565.307	3386.560	830.162	4110.121	133.914	4503.506	905.720	--undefined--	--undefined--
2133	10.685249	5	770.389	1209.207	2434.825	399.327	3775.133	640.310	3984.223	177.379	4794.614	613.958
2134	10.690249	5	807.861	954.652	2509.419	170.598	3890.573	1200.902	3924.900	109.043	4692.992	506.979
2135	10.695249	5	1018.416	966.647	2502.875	200.047	3809.454	305.276	3957.991	1260.681	4647.862	697.507
2136	10.700249	4	1174.749	2280.292	2492.521	495.415	3598.930	216.096	4431.301	453.600	--undefined--	--undefined--
2137	10.705249	4	1567.747	3130.699	2463.804	812.096	3487.411	210.531	4386.277	440.535	--undefined--	--undefined--
2138	10.710249	4	1619.403	589.380	2747.597	545.019	3537.428	175.645	4357.997	289.633	--undefined--	--undefined--
2139	10.715249	4	1598.982	177.359	2729.328	408.215	3577.625	145.167	4303.090	288.058	--undefined--	--undefined--
2140	10.720249	4	1593.348	119.916	2650.673	261.714	3573.811	87.113	4332.194	320.460	--undefined--	--undefined--
2141	10.725249	4	1593.000	133.676	2645.471	203.875	3574.110	102.810	4439.717	387.099	--undefined--	--undefined--
2142	10.730249	4	1562.775	254.824	2674.675	415.848	3559.397	163.604	4422.276	373.191	--undefined--	--undefined--
2143	10.735249	4	1555.110	253.127	2689.144	509.359	3529.413	139.543	4404.440	339.405	--undefined--	--undefined--
2144	10.740249	4	1565.509	174.028	2626.098	251.047	3523.387	131.151	4471.146	311.088	--undefined--	--undefined--
2145	10.745249	4	1502.834	234.881	2594.555	236.390	3508.494	176.494	4486.455	262.870	--undefined--	--undefined--
2146	10.750249	4	1470.662	585.538	2625.451	564.100	3575.937	296.344	4493.878	317.561	--undefined--	--undefined--
2147	10.755249	5	227.946	2214.035	1596.823	1185.100	2590.534	1214.234	3616.290	239.385	4513.111	621.544
2148	10.760249	4	1322.904	1131.667	2562.462	843.036	3615.496	176.222	4614.928	603.690	--undefined--	--undefined--
2149	10.765249	5	503.624	1276.867	1705.966	993.704	2745.408	794.715	3701.393	238.260	4655.893	453.964
2150	10.770249	5	581.282	660.982	1751.090	762.271	2776.225	669.372	3817.041	240.435	4681.113	438.766
2151	10.775249	5	566.716	588.120	1601.935	589.087	2841.458	515.724	3899.834	223.606	4809.341	547.496
2152	10.780249	5	513.513	965.804	1456.169	566.072	2760.535	559.437	3927.348	184.903	4881.166	548.803
2153	10.785249	4	1363.412	591.736	2722.775	551.376	3930.980	341.332	4850.344	883.048	--undefined--	--undefined--
2154	10.790249	5	758.228	1413.856	1449.994	610.882	2818.034	554.821	3923.504	682.031	4745.864	832.358
2155	10.795249	5	767.427	1047.969	1626.629	633.322	2727.477	723.868	3916.137	551.032	4641.361	654.323
2156	10.800249	5	593.456	842.020	1585.740	714.076	2788.655	855.276	3889.279	601.414	4649.765	857.896
2157	10.805249	5	675.358	951.564	1585.544	941.498	3020.861	1072.126	4115.873	945.824	5045.170	2753.258
2158	10.810249	4	791.965	628.294	1987.704	804.607	3170.940	899.162	4284.590	646.274	--undefined--	--undefined--
2159	10.815249	5	718.027	545.234	1848.957	640.140	2744.067	889.869	3900.729	579.057	4777.664	910.172
2160	10.820249	5	801.513	1049.513	1889.000	1017.447	2430.857	1249.609	3939.297	431.684	5079.783	1579.493
2161	10.825249	5	1046.553	908.599	1277.468	6297.871	2183.663	663.937	3849.274	582.307	5013.899	1765.467
2162	10.830249	5	973.502	1167.625	2059.618	809.047	2113.371	3162.057	3713.971	721.535	4706.856	935.689
2163	10.835249	4	1779.726	735.209	2479.916	1560.408	3756.892	949.887	4539.300	709.642	--undefined--	--undefined--
2164	10.840249	5	501.820	750.959	1789.592	473.930	2654.897	901.284	3810.699	464.695	4815.466	795.417
2165	10.845249	4	1159.152	2010.332	2138.700	1028.349	3706.247	826.441	4554.556	1352.839	--undefined--	--undefined--
2166	10.850249	4	1145.528	640.727	2232.092	489.185	3441.031	453.396	4417.464	387.957	--undefined--	--undefined--
2167	10.855249	4	1007.118	758.154	2275.842	466.585	3395.604	757.470	4466.494	385.831	--undefined--	--undefined--
2168	10.860249	4	1078.294	885.380	2488.842	1388.993	3018.645	1529.142	4432.555	696.189	--undefined--	--undefined--
2169	10.865249	4	1180.630	663.926	2186.201	1283.861	3124.657	724.417	4282.253	678.737	--undefined--	--undefined--
2170	10.870249	4	1113.684	866.271	1957.833	1258.446	3158.510	847.448	4243.383	640.525	--undefined--	--undefined--
2171	10.875249	5	673.915	1289.424	1558.138	663.759	2802.939	837.290	3942.028	795.857	4876.070	1295.994
2172	10.880249	5	468.456	1092.266	1663.947	603.813	2753.017	479.373	3956.923	727.575	4819.432	1122.171
2173	10.885249	5	631.492	609.323	1702.534	650.395	2837.164	397.395	3964.180	709.564	4676.748	1154.624
2174	10.890249	5	802.142	594.091	1748.804	906.273	2931.850	645.482	4119.800	769.020	4693.888	2271.813
2175	10.895249	4	927.779	617.576	1924.772	854.829	3112.639	785.527	4268.687	748.021	--undefined--	--undefined--
2176	10.900249	5	1052.638	1046.435	1969.775	1383.577	3047.716	836.931	3240.847	6426.367	4550.004	620.277
2177	10.905249	5	476.561	1959.281	1576.109	789.519	2719.225	918.799	3675.244	997.077	4786.542	763.592
2178	10.910249	4	1537.481	475.720	2821.753	769.480	3750.264	601.362	4853.610	652.020	--undefined--	--undefined--
2179	10.915249	5	257.882	1367.786	1467.429	357.056	2905.124	436.600	3752.823	423.911	4820.807	456.500
2180	10.920249	5	507.156	942.822	1484.410	340.779	2872.568	398.694	3752.535	452.400	4845.338	466.848
2181	10.925249	5	670.245	913.559	1618.129	650.145	2920.648	265.984	3987.331	1287.965	4756.230	1050.447
2182	10.930249	5	508.633	2205.103	1509.212	677.351	2941.003	112.304	4289.284	1306.667	4980.840	2170.054
2183	10.935249	5	606.267	1624.835	1559.389	473.204	2932.009	116.729	3712.760	1161.784	4939.689	682.069
2184	10.940249	5	552.452	1027.140	1601.530	451.568	2875.221	285.138	3732.756	813.322	4889.711	508.358
2185	10.945249	5	455.208	1244.204	1660.860	607.707	2785.965	687.873	3672.438	603.826	4896.388	399.946
2186	10.950249	5	264.005	2377.564	1719.215	1052.085	2388.815	1524.098	3520.061	547.936	4832.850	472.670
2187	10.955249	4	1484.603	1054.568	2114.756	927.841	3469.705	556.543	4706.795	588.504	--undefined--	--undefined--
2188	10.960249	4	1635.246	820.179	2452.334	1574.920	3561.319	763.178	4673.430	707.392	--undefined--	--undefined--
2189	10.965249	4	1445.492	740.506	2227.421	906.374	3389.638	597.770	4445.484	536.398	--undefined--	--undefined--
2190	10.970249	4	1432.329	906.358	2492.209	761.373	3703.687	950.777	4534.157	549.288	--undefined--	--undefined--
2191	10.975249	4	1398.187	946.294	2532.435	684.945	3973.511	439.054	4668.802	736.263	--undefined--	--undefined--
2192	10.980249	4	1289.126	798.873	2369.415	913.538	4085.480	1638.971	4086.764	462.099	--undefined--	--undefined--
2193	10.985249	4	1278.617	730.519	2240.270	1378.191	3443.619	1167.305	4175.603	479.969	--undefined--	--undefined--
2194	10.990249	5	472.973	3702.174	1330.576	1002.169	2163.342	1944.571	3465.594	890.476	4614.530	752.845
2195	10.995249	5	774.884	1045.812	1558.500	758.309	2741.098	1277.066	3574.894	866.156	4663.044	467.233
2196	11.000249	4	1311.934	948.212	2045.993	1675.535	3415.352	419.353	4656.608	477.960	--undefined--	--undefined--
2197	11.005249	4	1238.397	525.271	2588.799	1273.700	3522.540	691.793	4427.721	1165.343	--undefined--	--undefined--
2198	11.010249	4	1126.246	318.730	2688.606	723.527	3661.088	835.047	4059.068	799.104	--undefined--	--undefined--
2199	11.015249	4	1098.534	207.294	2682.284	678.231	3810.165	1016.825	3860.794	390.650	--undefined--	--undefined--
2200	11.020249	5	972.692	358.384	1743.481	2533.528	2892.831	1002.660	3841.752	248.023	4515.035	1347.781
2201	11.025249	5	874.264	271.725	1921.284	1160.246	3161.048	942.875	3856.605	439.695	4590.637	1180.531
2202	11.030249	5	881.112	347.618	2150.954	2215.453	3113.889	917.201	3916.716	475.185	5169.449	2636.897
2203	11.035249	4	925.669	280.225	2673.594	4665.520	2915.299	911.993	3787.856	325.877	--undefined--	--undefined--
2204	11.040249	4	969.061	140.930	2814.156	630.573	3696.911	2990.869	3822.470	156.522	--undefined--	--undefined--
2205	11.045249	5	956.342	84.588	1953.102	2578.150	2746.785	447.319	3788.052	146.903	4813.421	786.453
2206	11.050249	5	985.859	85.432	1276.136	5859.032	2724.586	532.853	3701.454	216.311	4715.384	666.268
2207	11.055249	4	1029.681	81.777	2717.950	332.505	3715.921	261.588	4551.474	805.907	--undefined--	--undefined--
2208	11.060249	4	995.125	103.283	2692.099	265.657	3776.123	389.200	4385.486	1154.064	--undefined--	--undefined--
2209	11.065249	4	972.751	122.596	2690.266	284.230	3653.412	478.750	4127.783	888.435	--undefined--	--undefined--
2210	11.070249	4	968.331	108.474	2730.766	370.508	3544.626	307.345	4222.253	492.446	--undefined--	--undefined--
2211	11.075249	4	925.390	66.522	2814.288	435.554	3585.947	195.643	4224.749	449.097	--undefined--	--undefined--
2212	11.080249	4	941.882	88.819	2756.422	401.613	3639.785	248.783	4094.198	386.688	--undefined--	--undefined--
2213	11.085249	4	975.538	149.819	2756.302	480.075	3669.673	452.567	4044.836	368.825	--undefined--	--undefined--
2214	11.090249	4	990.889	179.066	2654.135	633.449	3602.138	477.681	4070.030	353.018	--undefined--	--undefined--
2215	11.095249	4	981.929	254.737	2702.520	519.119	3622.328	551.538	4049.339	336.269	--undefined--	--undefined--
2216	11.100249	4	992.943	268.356	2762.465	393.585	3781.329	861.578	3922.551	299.762	--undefined--	--undefined--
2217	11.105249	4	997.595	267.033	2677.173	294.430	3764.665	726.031	3916.851	266.500	--undefined--	--undefined--
2218	11.110249	4	1005.853	181.469	2645.835	227.468	3811.003	353.638	4170.315	511.969	--undefined--	--undefined--
2219	11.115249	4	937.958	186.159	2788.910	523.024	3931.108	247.963	4611.398	1235.333	--undefined--	--undefined--
2220	11.120249	5	279.284	1547.871	939.205	235.028	2839.187	380.156	3917.543	167.973	4684.288	1651.344
2221	11.125249	5	385.858	1707.660	910.572	218.392	2726.265	311.684	3868.391	270.518	4105.874	1210.355
2222	11.130249	5	624.168	1189.586	925.476	231.508	2688.636	221.924	3736.892	422.553	4043.114	488.799
2223	11.135249	5	688.221	801.300	962.045	287.523	2680.152	205.815	3559.666	438.625	4024.760	297.686
2224	11.140249	5	678.136	602.684	1005.082	273.644	2663.182	159.548	3481.082	324.972	4022.980	204.431
2225	11.145249	5	713.953	611.951	992.636	342.277	2654.396	140.013	3452.102	265.250	4036.602	229.494
2226	11.150249	5	699.875	515.056	1027.910	328.536	2652.330	115.775	3445.548	226.144	4033.354	239.827
2227	11.155249	5	726.644	461.301	1034.426	449.394	2655.582	125.836	3425.467	225.154	4014.743	269.839
2228	11.160249	5	749.776	497.231	1004.417	473.638	2646.071	118.013	3440.727	233.558	4038.935	326.018
2229	11.165249	5	814.627	820.573	918.452	375.318	2637.077	115.284	3434.539	254.996	4061.701	382.099
2230	11.170249	5	841.237	716.496	897.621	436.193	2639.996	116.676	3436.775	254.596	4077.528	429.572
2231	11.175249	5	861.068	414.118	881.489	786.208	2639.907	120.629	3420.503	259.444	4079.507	431.915
2232	11.180249	5	797.427	484.115	959.570	615.587	2637.756	117.020	3397.269	247.454	4062.844	361.592
2233	11.185249	5	771.287	477.149	989.491	561.930	2632.481	107.741	3388.463	225.056	4051.089	315.199
2234	11.190249	5	727.301	444.508	1033.087	485.252	2630.579	104.969	3364.259	208.837	4031.312	269.866
2235	11.195249	5	707.071	395.467	1056.105	438.473	2624.095	93.646	3356.926	184.275	4025.168	251.730
2236	11.200249	5	750.009	455.436	1009.201	555.563	2628.859	114.336	3345.666	207.938	4040.377	336.602
2237	11.205249	5	718.615	402.384	1043.031	498.899	2616.503	98.630	3343.930	185.550	4029.341	302.356
2238	11.210249	5	721.429	399.161	1041.187	534.682	2602.929	93.574	3314.402	187.207	4006.797	229.713
2239	11.215249	5	701.559	366.763	1060.323	486.981	2598.412	82.716	3320.994	177.198	4016.798	220.494
2240	11.220249	5	728.889	396.844	1031.786	608.473	2603.884	93.064	3310.223	193.945	4035.852	245.322
2241	11.225249	5	694.232	344.123	1073.957	511.498	2595.635	80.828	3311.205	160.471	4030.981	231.041
2242	11.230249	5	689.706	314.288	1093.307	546.740	2591.861	77.876	3294.497	140.017	4012.412	210.283
2243	11.235249	5	685.429	295.365	1095.699	576.169	2588.537	81.482	3298.819	146.574	4016.104	229.288
2244	11.240249	5	693.453	264.234	1104.291	769.077	2587.874	91.556	3288.060	164.441	4005.753	277.131
2245	11.245249	5	685.984	254.755	1105.466	803.686	2586.652	97.730	3305.972	163.152	4011.091	312.461
2246	11.250249	5	681.636	235.631	1121.047	831.269	2588.511	98.165	3310.313	160.805	3991.429	308.523
2247	11.255249	5	677.317	229.961	1116.391	865.984	2598.562	115.555	3321.934	203.605	4022.429	419.313
2248	11.260249	5	668.111	203.360	1137.765	867.908	2607.218	121.870	3320.178	209.186	4045.763	457.403
2249	11.265249	5	648.572	195.816	1135.935	674.046	2611.869	104.082	3312.732	167.319	4058.459	347.330
2250	11.270249	5	646.114	190.997	1139.138	634.176	2611.742	97.526	3315.428	157.110	4058.910	305.208
2251	11.275249	5	654.711	231.616	1119.046	702.565	2609.834	112.774	3322.210	185.928	4085.600	308.208
2252	11.280249	5	647.217	227.692	1121.363	605.235	2600.377	98.204	3317.840	164.226	4060.738	240.198
2253	11.285249	5	632.981	229.244	1130.387	508.118	2587.974	90.259	3312.217	148.353	4051.577	180.755
2254	11.290249	5	631.388	223.921	1130.065	453.172	2585.515	83.047	3319.569	137.732	4049.086	151.003
2255	11.295249	5	633.726	258.383	1124.408	485.641	2586.862	95.047	3307.992	150.803	4070.171	166.204
2256	11.300249	5	632.573	253.588	1124.836	445.393	2579.440	85.175	3317.867	144.504	4079.866	161.698
2257	11.305249	5	626.365	292.689	1116.010	427.905	2573.482	100.465	3339.291	191.852	4120.577	197.827
2258	11.310249	5	623.146	279.467	1124.782	371.648	2569.371	99.032	3350.704	188.325	4115.895	201.654
2259	11.315249	5	623.282	306.627	1133.646	386.162	2560.500	116.128	3351.902	156.174	4103.124	246.085
2260	11.320249	5	618.546	276.521	1155.566	346.596	2555.687	112.834	3370.058	139.387	4099.993	240.519
2261	11.325249	5	616.167	285.593	1201.890	508.229	2555.296	177.280	3371.250	147.490	4108.728	277.582
2262	11.330249	5	606.023	238.099	1250.223	554.680	2555.062	189.155	3369.966	136.652	4092.227	220.092
2263	11.335249	5	583.519	284.567	1269.865	420.581	2628.035	216.037	3355.807	189.632	4053.757	159.183
2264	11.340249	5	566.610	266.993	1279.194	330.731	2658.587	212.052	3355.837	170.181	4039.699	128.200
2265	11.345249	5	537.781	329.406	1329.289	471.949	2666.190	261.865	3346.228	146.426	3957.553	252.270
2266	11.350249	5	531.368	377.410	1368.592	721.283	2659.475	319.574	3343.789	174.923	3832.821	399.060
2267	11.355249	5	500.429	326.086	1353.521	705.078	2674.466	339.723	3369.914	184.137	3891.562	572.075
2268	11.360249	5	340.414	453.361	1319.856	791.717	2627.495	187.509	3404.527	279.638	4382.552	1207.021
2269	11.365249	5	208.228	497.069	1307.785	850.544	2635.001	126.212	3366.389	496.253	4609.200	721.849
2270	11.370249	5	235.803	310.549	1288.461	884.504	2654.952	120.509	3315.342	579.647	4591.379	514.161
2271	11.375249	5	236.685	360.405	1237.023	658.795	2660.980	123.797	3561.614	628.178	4624.368	545.485
2272	11.380249	5	236.826	448.343	1236.733	615.642	2662.849	446.241	3636.996	504.038	4661.577	564.497
2273	11.385249	5	197.745	485.722	1265.793	534.891	2680.466	626.717	3612.147	576.874	4737.907	701.368
2274	11.390249	4	1177.010	883.126	2662.594	637.497	3593.741	907.869	4715.198	634.305	--undefined--	--undefined--
2275	11.395249	4	1158.721	667.735	2642.377	811.170	3311.098	518.864	4674.914	532.329	--undefined--	--undefined--
2276	11.400249	5	1037.792	1124.485	1908.416	1095.450	2866.637	641.319	3366.388	385.900	4423.645	850.312
2277	11.405249	5	1105.076	1157.957	1963.896	1067.434	2971.604	599.106	3486.398	447.834	4557.656	995.580
2278	11.410249	5	247.251	6134.752	1433.358	1148.573	2853.265	1011.720	3502.631	514.324	4406.821	990.042
2279	11.415249	4	1361.442	976.288	2691.305	685.052	3506.456	246.432	4285.161	314.056	--undefined--	--undefined--
2280	11.420249	5	799.143	1013.110	2613.622	585.286	3471.422	224.082	4233.428	255.495	4759.423	2313.909
2281	11.425249	5	794.311	950.386	2619.064	780.345	3432.618	287.820	4117.138	112.951	4868.308	1549.924
2282	11.430249	5	859.743	960.204	2678.649	901.529	3554.254	1125.209	4077.076	38.785	4975.727	2289.740
2283	11.435249	4	1508.858	1153.953	2782.243	648.608	4053.395	41.635	4107.830	883.134	--undefined--	--undefined--
