frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
1179	5.915249	5	557.393	383.879	1792.590	683.495	2794.784	572.266	3692.182	454.955	4609.451	404.700
1180	5.920249	5	509.277	530.958	1730.369	836.104	2724.364	751.996	3642.222	562.024	4543.748	351.637
1181	5.925249	4	1641.748	539.678	2791.463	710.084	3975.176	590.833	4771.005	1368.436	--undefined--	--undefined--
1182	5.930249	5	502.568	720.993	1638.315	328.457	2773.685	466.191	3899.419	355.321	4951.276	774.315
1183	5.935249	5	549.363	469.761	1532.963	501.831	2684.010	429.795	3932.215	351.431	4844.094	407.209
1184	5.940249	5	529.655	981.999	1494.833	934.823	2646.315	743.771	3830.767	585.027	4822.381	520.192
1185	5.945249	4	1469.991	717.007	2653.904	968.450	3639.992	663.341	4732.035	620.223	--undefined--	--undefined--
1186	5.950249	5	559.476	2171.158	1507.945	908.522	2615.104	1350.720	3602.643	839.280	4583.270	940.717
1187	5.955249	4	1180.250	1058.857	2069.746	1127.350	3439.541	598.478	4564.367	1311.829	--undefined--	--undefined--
1188	5.960249	4	906.644	828.226	2092.212	1089.511	3355.573	548.291	4613.693	1190.539	--undefined--	--undefined--
1189	5.965249	4	1063.923	578.803	2356.274	775.571	3390.220	641.899	4488.496	921.838	--undefined--	--undefined--
1190	5.970249	4	1282.123	767.645	2342.384	727.816	3517.367	511.296	4565.921	1078.967	--undefined--	--undefined--
1191	5.975249	4	1762.580	671.495	2743.320	964.901	3812.530	665.897	4786.068	1192.869	--undefined--	--undefined--
1192	5.980249	5	712.570	901.736	1733.542	615.855	2685.582	603.932	3833.758	442.143	4817.598	511.614
1193	5.985249	5	881.374	821.888	1631.852	761.114	2603.656	754.219	3828.983	387.330	4783.249	447.102
1194	5.990249	5	835.658	662.562	1607.163	865.021	2711.621	1157.696	3851.854	861.095	4657.630	713.091
1195	5.995249	4	1000.097	960.282	1924.491	1316.756	3102.041	986.916	4356.870	581.607	--undefined--	--undefined--
1196	6.000249	4	1064.921	1230.949	1896.276	1025.897	3101.810	641.822	4369.201	495.120	--undefined--	--undefined--
1197	6.005249	4	847.375	1471.049	1766.458	786.469	3142.152	652.603	4338.328	606.540	--undefined--	--undefined--
1198	6.010249	5	598.749	893.079	1866.966	751.280	2806.497	1539.698	3672.133	910.846	4564.211	519.471
1199	6.015249	5	689.868	640.441	2095.497	808.858	3023.130	2446.423	3685.172	1081.689	4551.681	613.847
1200	6.020249	5	724.785	782.451	1986.669	702.988	3112.755	1529.302	4143.898	1706.324	4476.549	1175.639
1201	6.025249	5	844.147	1001.460	2020.021	620.601	2770.672	5716.920	3437.492	958.570	4534.837	467.724
1202	6.030249	4	1070.876	1151.994	2104.913	904.358	3428.253	946.278	4516.948	431.396	--undefined--	--undefined--
1203	6.035249	4	1193.702	919.931	2283.115	926.496	3341.371	999.333	4407.900	561.663	--undefined--	--undefined--
1204	6.040249	4	889.107	485.942	1977.291	784.781	3185.064	749.273	4247.373	670.460	--undefined--	--undefined--
1205	6.045249	5	790.969	565.114	1840.469	567.947	3227.127	666.579	4191.444	834.947	5218.760	2902.063
1206	6.050249	5	661.175	940.247	1653.966	792.029	2844.677	926.827	3789.399	892.253	4683.014	632.473
1207	6.055249	5	579.261	820.599	1600.019	595.092	2808.904	698.942	3852.691	997.422	4725.886	507.495
1208	6.060249	5	586.160	1007.322	1551.464	611.712	3011.149	774.343	3974.694	1728.091	4674.339	723.322
1209	6.065249	5	811.350	968.798	1621.853	665.061	3091.083	715.069	4445.368	680.873	4746.406	3023.663
1210	6.070249	5	714.246	741.785	1710.679	518.921	2997.168	726.455	4137.931	1666.083	4496.818	641.854
1211	6.075249	5	612.355	802.115	1775.474	464.321	3037.632	800.256	3898.092	1096.392	4746.037	813.788
1212	6.080249	4	1284.902	2823.177	1791.989	784.359	3463.332	494.832	4569.183	819.502	--undefined--	--undefined--
1213	6.085249	4	1437.009	1954.674	1683.650	940.050	3430.243	397.688	4562.596	341.364	--undefined--	--undefined--
1214	6.090249	5	874.045	779.185	1827.711	506.794	2698.571	6111.499	3455.262	455.489	4541.902	294.545
1215	6.095249	4	898.868	911.218	1906.772	638.929	3351.192	662.222	4368.411	527.313	--undefined--	--undefined--
1216	6.100249	4	1131.128	1041.099	2106.593	891.563	3343.134	921.653	4354.373	547.216	--undefined--	--undefined--
1217	6.105249	5	672.936	1111.400	1789.724	1022.660	2898.709	1021.943	4135.840	2699.884	4494.832	720.251
1218	6.110249	5	663.530	1025.939	1603.307	1007.646	2775.533	785.861	3766.803	1827.848	4639.750	560.612
1219	6.115249	5	624.365	953.045	1463.908	519.513	2748.051	490.907	3857.056	850.692	4776.479	556.137
1220	6.120249	5	768.059	1297.501	1409.781	475.284	2755.661	407.271	3770.190	725.271	4792.679	483.471
1221	6.125249	5	972.696	894.702	1547.060	771.791	2846.609	506.107	3900.379	1007.384	4774.078	848.272
1222	6.130249	5	806.535	629.834	1807.222	372.239	2997.614	729.450	3992.316	1300.316	4745.913	1192.193
1223	6.135249	5	802.634	768.879	1684.061	401.677	2897.577	1051.775	3742.964	988.876	4726.522	1051.132
1224	6.140249	5	707.615	719.702	1487.874	257.747	2846.463	390.750	3786.108	606.721	4813.823	937.838
1225	6.145249	5	653.675	956.570	1386.258	270.203	2870.340	310.786	3678.454	743.512	4839.242	547.039
1226	6.150249	4	1249.164	409.363	2893.632	705.459	3518.329	1112.094	4779.740	471.611	--undefined--	--undefined--
1227	6.155249	4	953.667	842.204	1598.351	938.850	3299.551	647.156	4429.186	678.954	--undefined--	--undefined--
1228	6.160249	4	1338.219	898.107	1699.641	1457.765	3376.196	806.376	4459.104	590.403	--undefined--	--undefined--
1229	6.165249	4	1384.199	270.663	2775.729	993.598	3401.587	945.451	4622.395	437.856	--undefined--	--undefined--
1230	6.170249	4	1357.096	311.064	2949.431	987.292	3185.842	1316.027	4624.975	620.241	--undefined--	--undefined--
1231	6.175249	4	1331.201	490.549	2965.365	703.964	3471.336	2092.345	4587.770	822.055	--undefined--	--undefined--
1232	6.180249	5	369.713	2006.347	1290.497	304.263	2878.939	557.542	3807.615	1271.891	4536.509	759.851
1233	6.185249	5	809.461	1836.563	1203.632	349.294	2849.815	587.051	3754.297	1421.913	4446.621	676.124
1234	6.190249	5	836.529	1851.005	1139.909	503.387	2834.156	653.007	4147.728	2471.179	4296.910	754.953
1235	6.195249	4	1070.570	572.375	2479.698	1047.225	3513.044	847.036	4564.117	697.125	--undefined--	--undefined--
1236	6.200249	4	988.947	845.462	2296.329	925.490	3417.880	485.910	4579.552	599.640	--undefined--	--undefined--
1237	6.205249	4	864.038	607.008	1993.520	966.217	3332.735	376.936	4475.264	1102.784	--undefined--	--undefined--
1238	6.210249	4	899.876	525.495	1840.416	896.374	3374.586	422.060	4468.994	837.285	--undefined--	--undefined--
1239	6.215249	5	670.335	908.948	1474.506	749.555	2679.145	1208.323	3763.653	849.618	4652.265	694.801
1240	6.220249	5	685.172	883.536	1489.140	657.922	2606.798	869.884	3831.978	531.088	4671.570	835.152
1241	6.225249	5	806.445	702.310	1430.526	849.191	2715.489	900.097	3741.071	619.000	4711.508	653.694
1242	6.230249	5	830.335	468.831	1466.744	951.305	2734.708	819.072	3661.599	615.267	4728.687	407.815
1243	6.235249	5	777.069	422.087	1413.240	729.223	2744.777	575.499	3640.157	590.131	4717.545	279.300
1244	6.240249	5	688.725	808.377	1433.845	769.164	2799.003	367.137	3630.264	778.969	4701.015	317.366
1245	6.245249	5	719.650	1573.593	1324.227	1075.836	2820.146	382.868	3762.110	1221.299	4693.219	759.113
1246	6.250249	4	952.150	709.859	1798.680	1552.702	2833.951	637.984	4298.541	699.062	--undefined--	--undefined--
1247	6.255249	4	1017.319	594.917	2229.278	761.071	3225.008	1042.728	4451.151	640.546	--undefined--	--undefined--
1248	6.260249	4	1033.436	557.271	2220.362	417.839	3303.888	541.586	4467.333	453.628	--undefined--	--undefined--
1249	6.265249	4	1102.533	615.762	2207.812	379.132	3256.652	410.244	4446.886	278.472	--undefined--	--undefined--
1250	6.270249	4	1280.288	745.158	2283.052	794.061	3247.964	633.806	4453.855	429.364	--undefined--	--undefined--
1251	6.275249	4	1479.250	621.220	2733.548	845.319	3680.345	921.509	4734.060	920.724	--undefined--	--undefined--
1252	6.280249	5	1035.534	1718.922	1361.881	1141.610	2724.906	1170.054	3589.951	819.549	4708.498	1027.521
1253	6.285249	5	723.590	1980.865	1234.781	450.685	2716.897	540.288	3713.865	1032.433	4520.049	545.637
1254	6.290249	5	461.446	2237.081	1265.131	452.520	2686.247	502.139	3949.845	871.908	4645.171	871.281
1255	6.295249	5	631.833	1325.283	1461.351	869.270	2721.177	664.097	4030.739	758.118	4612.353	1020.038
1256	6.300249	4	954.710	574.398	2116.652	1041.406	3300.605	1011.002	4411.170	484.267	--undefined--	--undefined--
1257	6.305249	4	840.246	229.912	2044.923	441.320	3408.010	531.223	4503.664	617.705	--undefined--	--undefined--
1258	6.310249	4	862.566	115.448	2142.709	545.326	3501.831	303.074	4392.042	661.915	--undefined--	--undefined--
1259	6.315249	4	898.791	63.715	2465.071	560.274	3478.732	248.859	4181.128	467.003	--undefined--	--undefined--
1260	6.320249	4	914.696	101.897	2508.136	356.569	3441.732	248.255	4205.843	357.904	--undefined--	--undefined--
1261	6.325249	4	966.011	222.721	2513.622	310.120	3425.195	225.135	4247.171	308.422	--undefined--	--undefined--
1262	6.330249	4	1028.635	191.527	2567.262	188.060	3461.399	167.885	4264.588	245.271	--undefined--	--undefined--
1263	6.335249	4	1030.983	265.612	2574.949	163.987	3500.463	248.071	4206.492	262.403	--undefined--	--undefined--
1264	6.340249	4	1134.017	304.373	2600.673	219.241	3486.475	579.539	4101.808	188.618	--undefined--	--undefined--
1265	6.345249	4	1109.341	288.248	2581.126	319.198	3430.025	490.919	4173.995	219.536	--undefined--	--undefined--
1266	6.350249	4	986.569	238.412	2548.479	357.379	3401.277	245.495	4372.819	264.840	--undefined--	--undefined--
1267	6.355249	4	890.844	169.146	2534.574	424.126	3411.632	309.968	4336.681	362.018	--undefined--	--undefined--
1268	6.360249	4	854.912	169.221	2521.442	319.677	3359.523	334.666	4099.974	142.629	--undefined--	--undefined--
1269	6.365249	4	883.658	232.975	2534.840	255.740	3325.176	343.066	4072.736	96.761	--undefined--	--undefined--
1270	6.370249	4	877.199	192.623	2517.435	569.588	3239.323	609.821	4040.127	376.393	--undefined--	--undefined--
1271	6.375249	5	580.144	786.626	942.761	375.455	2576.512	197.925	3374.624	266.017	4065.028	265.253
1272	6.380249	5	597.192	467.861	1020.165	339.498	2564.285	134.914	3354.826	179.135	4052.970	159.736
1273	6.385249	5	609.837	501.787	1018.142	354.677	2564.374	135.712	3347.461	147.910	4077.891	206.944
1274	6.390249	5	594.436	405.509	1043.391	290.777	2559.456	111.167	3346.156	130.929	4051.271	189.942
1275	6.395249	5	588.947	356.889	1054.229	272.385	2563.451	107.285	3340.438	132.208	4004.304	150.960
1276	6.400249	5	584.781	322.188	1060.057	284.936	2560.529	93.362	3337.659	126.988	4018.016	148.274
1277	6.405249	5	598.614	318.466	1055.417	402.975	2552.161	91.508	3327.490	134.268	4025.687	173.715
1278	6.410249	5	592.202	290.459	1065.235	412.475	2563.985	100.445	3328.685	137.531	4014.548	229.844
1279	6.415249	5	585.050	259.223	1075.478	387.074	2566.958	97.603	3332.087	121.315	4007.145	299.962
1280	6.420249	5	580.679	248.682	1085.261	474.476	2550.902	99.006	3313.452	134.546	3987.272	258.536
1281	6.425249	5	581.136	240.826	1081.613	511.198	2547.687	94.480	3304.901	138.559	3984.046	238.812
1282	6.430249	5	592.510	308.345	1051.860	526.600	2549.599	97.157	3279.917	154.274	3994.851	237.402
1283	6.435249	5	584.075	314.313	1051.394	442.162	2548.939	88.842	3293.987	132.023	4014.195	216.049
1284	6.440249	5	590.289	346.578	1040.085	459.331	2550.800	90.456	3299.929	122.327	4026.862	240.414
1285	6.445249	5	584.149	363.942	1037.341	466.210	2545.380	88.623	3280.377	135.430	4036.873	302.329
1286	6.450249	5	590.021	384.967	1024.274	512.170	2537.263	84.188	3263.748	142.637	4043.578	328.276
1287	6.455249	5	577.382	457.824	1014.472	423.768	2554.960	97.416	3288.400	140.498	4023.463	282.501
1288	6.460249	5	571.617	491.744	1010.589	378.164	2559.129	103.986	3303.342	137.311	4029.679	305.252
1289	6.465249	5	574.940	459.738	1012.143	415.923	2557.212	109.361	3290.760	140.262	4035.822	347.550
1290	6.470249	5	572.086	446.479	1015.207	411.178	2551.411	103.927	3292.269	135.622	4035.617	338.415
1291	6.475249	5	576.678	503.476	998.124	435.052	2549.650	105.753	3281.057	138.739	4024.976	327.742
1292	6.480249	5	562.468	509.100	995.210	420.401	2547.130	110.012	3270.336	141.173	3963.333	367.472
1293	6.485249	5	563.634	487.542	996.336	434.421	2543.960	113.515	3271.265	139.559	3952.860	387.513
1294	6.490249	5	547.710	471.097	1007.888	400.876	2530.743	103.880	3271.223	128.664	4034.076	288.012
1295	6.495249	5	549.695	472.635	1006.193	398.209	2530.291	101.567	3272.099	127.534	4045.419	272.755
1296	6.500249	5	556.729	553.689	983.492	434.281	2540.293	116.389	3260.413	137.056	4025.124	289.167
1297	6.505249	5	535.607	491.996	1004.592	368.888	2536.438	109.021	3274.682	125.350	4044.717	251.850
1298	6.510249	5	519.249	453.154	1016.751	309.836	2548.211	116.406	3279.043	116.385	4061.513	202.924
1299	6.515249	5	516.676	469.871	1007.709	330.771	2542.064	123.735	3266.979	124.076	4021.847	243.012
1300	6.520249	5	523.285	445.212	1003.666	371.592	2524.118	117.308	3258.929	122.275	3997.245	245.887
1301	6.525249	5	509.377	392.064	1012.348	380.528	2506.196	113.556	3243.954	125.470	4012.843	214.236
1302	6.530249	5	503.062	328.094	1019.917	370.108	2498.716	104.532	3239.815	118.005	4028.515	161.214
1303	6.535249	5	489.915	279.278	1028.154	376.104	2500.237	113.852	3228.674	116.020	4045.555	113.354
1304	6.540249	5	480.862	219.490	1033.198	380.733	2488.742	104.765	3246.662	110.757	4044.630	111.751
1305	6.545249	5	476.179	174.677	1040.593	487.443	2471.433	100.158	3263.787	113.391	4026.843	157.935
1306	6.550249	5	467.761	145.254	1039.738	510.049	2457.147	97.493	3262.024	113.382	4014.594	132.210
1307	6.555249	5	464.528	127.109	1036.810	539.079	2452.143	98.155	3259.118	112.306	4007.306	111.857
1308	6.560249	5	459.485	116.518	1028.833	630.812	2461.277	118.492	3258.258	126.067	3990.015	137.241
1309	6.565249	5	456.098	98.518	1024.958	628.950	2457.641	119.722	3249.974	122.033	3996.248	147.519
1310	6.570249	5	449.405	91.735	1006.427	622.037	2447.994	130.834	3203.726	136.940	4031.308	163.949
1311	6.575249	5	447.938	87.809	995.076	615.697	2450.854	142.110	3202.168	137.920	4026.145	192.441
1312	6.580249	5	445.632	98.358	985.021	666.631	2464.881	173.939	3212.910	148.441	3954.102	362.218
1313	6.585249	5	451.053	117.603	960.420	905.884	2477.607	218.708	3217.758	168.187	3929.966	667.768
1314	6.590249	5	451.206	129.152	941.020	1094.824	2471.103	243.095	3223.441	184.111	3859.078	797.202
1315	6.595249	5	443.254	149.487	953.965	922.085	2468.406	238.444	3271.034	189.672	3921.729	850.222
1316	6.600249	5	438.413	169.028	982.145	863.104	2480.743	257.215	3289.975	177.289	4047.205	976.526
1317	6.605249	5	428.163	196.553	1007.826	776.604	2511.195	310.365	3272.506	192.189	3979.791	889.771
1318	6.610249	5	418.379	216.256	1045.387	634.843	2532.170	344.032	3279.712	185.397	3910.148	805.873
1319	6.615249	5	408.099	263.039	1077.045	563.770	2559.141	385.236	3280.545	188.472	3843.934	792.350
1320	6.620249	5	406.178	275.035	1124.805	766.709	2540.406	415.830	3238.288	185.785	3873.061	1044.412
1321	6.625249	5	402.254	229.106	1279.129	1314.279	2515.774	436.596	3182.144	165.857	3946.728	1884.365
1322	6.630249	5	372.947	274.892	1355.328	882.595	2540.708	259.105	3122.985	259.921	4249.847	2738.781
1323	6.635249	5	353.062	298.701	1323.170	591.204	2538.698	230.132	3015.661	368.942	4374.015	1944.640
1324	6.640249	5	307.777	314.305	1385.214	413.735	2574.386	327.842	2996.757	721.836	4555.168	935.820
1325	6.645249	5	249.268	141.016	1509.390	268.438	2443.628	755.747	3538.863	782.515	4624.060	1065.251
1326	6.650249	5	234.161	65.015	1465.034	405.774	2562.779	940.725	3668.781	642.821	4628.485	909.308
1327	6.655249	5	231.375	61.072	1317.019	660.901	2615.984	380.155	3725.281	670.337	4724.790	681.892
1328	6.660249	5	231.381	81.984	1346.930	1386.470	2491.466	378.015	3603.561	696.258	4720.916	489.155
1329	6.665249	5	226.671	94.979	1689.539	1515.591	2444.329	793.568	3656.820	895.982	4664.538	564.600
1330	6.670249	5	210.826	158.107	1712.444	716.271	3214.066	1061.226	4043.072	3332.616	4454.888	738.576
1331	6.675249	5	234.257	206.190	1796.646	961.042	2847.336	428.837	3792.831	1496.172	4576.784	957.476
1332	6.680249	4	2059.366	858.111	2884.499	390.858	3253.994	1621.476	4424.876	1003.531	--undefined--	--undefined--
1333	6.685249	5	786.265	1109.536	2011.601	609.861	2852.461	316.802	3463.647	855.495	4593.674	792.760
1334	6.690249	5	753.540	1128.895	1955.254	556.780	2854.844	334.735	3573.416	441.404	4681.448	393.615
1335	6.695249	4	1925.789	997.849	2967.112	1175.397	3435.762	259.254	4652.031	360.926	--undefined--	--undefined--
1336	6.700249	5	755.075	1497.869	2367.194	566.333	3396.177	56.127	3867.812	1078.637	4685.086	420.801
1337	6.705249	4	2504.208	277.510	3398.255	20.881	3975.528	695.487	4708.684	312.511	--undefined--	--undefined--
1338	6.710249	5	847.288	1337.841	2510.664	596.505	3371.940	20.980	4002.019	1006.656	4670.465	370.487
1339	6.715249	5	1611.764	1331.980	1778.207	2577.654	3364.241	37.116	4002.450	1121.630	4657.302	716.615
1340	6.720249	5	1079.583	2801.771	1834.709	916.641	3359.042	165.372	3985.542	480.853	4844.507	982.638
1341	6.725249	4	1655.994	491.206	2970.539	561.431	3798.183	349.058	4348.481	740.384	--undefined--	--undefined--
1342	6.730249	4	1658.094	550.055	2850.392	711.170	3579.209	227.192	4500.328	471.426	--undefined--	--undefined--
1343	6.735249	4	1523.752	346.862	2618.912	261.167	3520.898	102.574	4549.879	297.599	--undefined--	--undefined--
1344	6.740249	4	1453.533	265.815	2577.082	154.175	3494.388	67.038	4524.527	302.270	--undefined--	--undefined--
1345	6.745249	4	1472.676	432.361	2602.784	312.442	3492.935	81.332	4421.188	376.558	--undefined--	--undefined--
1346	6.750249	4	1531.486	400.574	2669.999	508.479	3498.405	131.691	4358.864	441.182	--undefined--	--undefined--
1347	6.755249	4	1507.337	322.959	2662.415	524.910	3566.530	335.977	4381.312	482.619	--undefined--	--undefined--
1348	6.760249	4	1514.053	378.805	2650.971	688.058	3508.132	274.316	4404.808	406.911	--undefined--	--undefined--
1349	6.765249	4	1493.963	357.494	2646.474	392.961	3444.836	119.064	4455.931	348.390	--undefined--	--undefined--
1350	6.770249	4	1453.645	524.939	2591.491	479.778	3405.059	153.405	4414.665	499.423	--undefined--	--undefined--
1351	6.775249	4	1378.830	654.055	2602.377	603.332	3398.864	212.182	4230.255	469.244	--undefined--	--undefined--
1352	6.780249	4	1430.727	312.970	2725.233	438.092	3438.792	232.509	4269.283	460.665	--undefined--	--undefined--
1353	6.785249	4	1398.789	357.623	2691.166	339.873	3538.489	326.361	4447.555	492.595	--undefined--	--undefined--
1354	6.790249	4	1163.692	665.869	2649.572	325.522	3611.328	410.039	4450.792	626.250	--undefined--	--undefined--
1355	6.795249	4	1370.464	542.104	2680.215	432.938	3557.655	324.027	4584.299	823.603	--undefined--	--undefined--
1356	6.800249	4	1468.348	356.407	2626.202	1115.869	3459.817	367.847	4478.590	822.224	--undefined--	--undefined--
1357	6.805249	4	1543.958	505.587	2626.787	2393.381	3402.706	336.093	4505.153	654.049	--undefined--	--undefined--
1358	6.810249	5	715.361	980.782	1497.146	722.792	3016.480	795.618	3551.589	538.018	4681.584	496.957
1359	6.815249	5	806.049	670.939	1523.844	976.549	2879.253	1028.596	3555.367	301.537	4702.296	499.251
1360	6.820249	5	838.632	702.009	1801.608	1507.589	2744.353	1879.279	3509.957	309.203	4576.387	515.436
1361	6.825249	5	708.446	653.090	1934.192	778.755	3275.752	1134.519	3489.980	1144.758	4556.679	724.950
1362	6.830249	5	596.959	806.704	1921.404	629.036	3179.733	624.026	4254.328	1057.066	4404.861	2362.641
1363	6.835249	5	776.016	799.252	1763.675	799.906	2852.673	945.898	3725.422	853.125	4651.528	852.730
1364	6.840249	5	779.703	602.271	1737.294	770.441	2672.122	817.154	3704.983	444.141	4653.652	387.301
1365	6.845249	5	343.290	1611.739	1572.478	767.485	2831.824	895.274	3713.187	788.848	4613.288	539.755
1366	6.850249	4	1427.446	567.214	2595.348	917.829	3501.832	944.373	4386.370	684.583	--undefined--	--undefined--
1367	6.855249	4	1227.711	717.309	2158.064	900.241	3377.475	466.829	4241.870	549.683	--undefined--	--undefined--
1368	6.860249	4	981.957	716.187	1999.499	559.275	3432.442	351.054	4275.642	1015.713	--undefined--	--undefined--
1369	6.865249	4	950.470	731.830	1981.568	652.898	3469.545	553.374	4230.587	1404.776	--undefined--	--undefined--
1370	6.870249	5	1019.453	596.942	1630.172	1417.558	2838.435	920.516	3902.532	1197.770	4598.657	1082.603
1371	6.875249	5	1136.101	501.433	1186.297	2481.814	2652.164	783.334	3805.041	759.146	4704.772	731.223
1372	6.880249	4	1282.602	680.696	2418.606	770.603	3784.325	566.855	4780.146	772.773	--undefined--	--undefined--
1373	6.885249	4	1322.306	695.223	2460.273	675.054	3748.292	848.418	4727.354	1122.269	--undefined--	--undefined--
1374	6.890249	4	1326.659	631.008	2438.158	599.082	3671.206	703.573	4773.947	640.727	--undefined--	--undefined--
1375	6.895249	4	1453.314	735.651	2433.090	1157.100	3658.903	746.032	4807.808	982.356	--undefined--	--undefined--
1376	6.900249	4	892.179	1534.943	1631.022	649.121	3122.085	902.512	4098.297	945.196	--undefined--	--undefined--
1377	6.905249	4	722.687	1578.536	1641.923	645.802	3068.522	787.653	4381.614	763.660	--undefined--	--undefined--
1378	6.910249	4	1151.026	1154.120	1933.364	633.114	3367.437	396.549	4612.126	515.523	--undefined--	--undefined--
1379	6.915249	5	813.424	749.923	1961.995	468.878	2984.964	3726.263	3411.545	496.167	4733.223	400.301
1380	6.920249	5	627.057	534.157	1904.764	436.209	3013.900	1645.030	3545.959	999.011	4683.438	398.484
1381	6.925249	5	602.971	471.582	1865.694	389.226	3325.554	727.644	3850.514	3844.970	4520.752	472.124
1382	6.930249	4	693.214	631.557	1913.032	450.293	3255.910	549.722	4471.621	415.054	--undefined--	--undefined--
1383	6.935249	4	979.064	776.036	2007.449	761.201	3134.886	483.059	4480.385	311.718	--undefined--	--undefined--
1384	6.940249	5	811.435	857.414	1527.146	1219.715	2852.322	763.131	3681.548	1719.416	4590.452	402.115
1385	6.945249	5	395.325	1782.677	1581.480	626.136	2652.555	1404.558	3546.533	715.414	4662.176	379.146
1386	6.950249	4	1484.200	403.655	2519.135	1227.547	3482.444	635.463	4608.338	540.380	--undefined--	--undefined--
1387	6.955249	4	1419.437	397.850	2619.800	1063.686	3598.850	810.877	4563.547	994.754	--undefined--	--undefined--
1388	6.960249	5	380.578	1710.001	1554.335	573.258	2792.468	1094.134	3655.815	597.963	4745.746	804.759
1389	6.965249	5	118.453	1671.884	1550.636	554.197	2846.460	825.833	3647.752	757.524	4782.374	667.803
1390	6.970249	5	285.493	1266.011	1653.630	600.803	2794.100	828.357	3635.345	516.170	4805.168	532.156
1391	6.975249	5	576.417	848.262	1694.953	586.014	2838.152	1023.160	3668.726	566.157	4693.704	628.545
1392	6.980249	5	618.387	558.725	1607.418	539.391	2827.386	508.166	3850.908	672.052	4681.923	674.338
1393	6.985249	5	614.013	562.710	1533.075	591.108	2859.170	351.343	3961.854	916.282	4690.250	731.114
1394	6.990249	5	596.525	777.767	1591.086	857.422	3031.013	893.191	3677.677	1625.960	4725.420	729.238
1395	6.995249	4	1183.194	739.826	2087.342	1031.826	3416.274	469.211	4733.561	695.166	--undefined--	--undefined--
1396	7.000249	4	1093.711	610.622	2097.205	892.487	3301.769	598.260	4560.279	855.971	--undefined--	--undefined--
1397	7.005249	5	799.890	588.676	1665.399	548.513	2939.875	433.488	4018.094	1250.372	4606.444	694.223
1398	7.010249	5	672.595	783.838	1659.915	419.751	2929.096	398.806	3939.846	920.739	4659.501	566.717
1399	7.015249	5	531.001	1056.608	1686.752	509.380	2855.663	451.553	3809.061	932.779	4625.930	555.022
1400	7.020249	5	749.387	1273.725	1610.826	985.944	2697.257	830.350	3733.650	936.456	4649.734	713.065
1401	7.025249	5	1044.968	585.548	1556.576	2964.275	2348.682	838.884	3638.091	648.556	4669.101	494.723
1402	7.030249	5	798.832	2970.057	1133.880	444.121	2477.057	849.512	3602.257	531.373	4738.139	471.902
1403	7.035249	4	1106.102	558.870	2564.076	1195.990	3613.358	883.678	4727.833	786.002	--undefined--	--undefined--
1404	7.040249	5	790.830	1278.985	1306.634	1073.390	2809.385	1242.262	3950.300	1309.682	4575.707	1235.121
1405	7.045249	5	574.818	1812.720	1261.602	491.846	2862.555	742.115	3805.936	1117.965	4588.862	707.455
1406	7.050249	5	510.514	2192.773	1251.214	454.524	2812.757	675.900	3739.511	951.289	4678.490	643.374
1407	7.055249	5	725.794	847.482	1639.357	604.108	2786.289	930.167	3688.313	901.910	4816.578	586.297
1408	7.060249	5	784.128	1077.217	1674.028	877.369	2747.014	1353.522	3548.949	1195.551	4752.535	502.523
1409	7.065249	5	954.651	813.967	1715.297	2385.300	2538.725	1035.209	3634.866	961.240	4654.804	436.376
1410	7.070249	5	741.773	1015.963	1671.015	1204.052	2776.176	859.312	3731.945	914.915	4648.412	526.493
1411	7.075249	5	488.469	1296.984	1676.504	620.375	2801.339	1708.018	3487.734	514.575	4727.206	483.142
1412	7.080249	4	1486.731	697.826	2312.132	1780.549	3382.356	543.417	4683.708	609.909	--undefined--	--undefined--
1413	7.085249	4	1330.960	428.094	2752.396	501.045	3867.411	1203.770	4573.267	759.206	--undefined--	--undefined--
1414	7.090249	4	1331.984	443.188	2695.949	483.496	3822.252	874.730	4676.358	460.736	--undefined--	--undefined--
1415	7.095249	4	1425.626	808.144	2563.095	866.148	3551.480	933.896	4749.997	372.107	--undefined--	--undefined--
1416	7.100249	4	1367.704	965.030	2447.613	1128.851	3332.237	1104.019	4699.971	457.437	--undefined--	--undefined--
1417	7.105249	5	279.193	1859.318	1567.126	789.006	2638.844	816.144	3763.991	876.173	4675.972	566.880
1418	7.110249	5	308.968	1325.891	1683.462	603.272	2652.127	772.432	3705.502	586.835	4659.352	658.295
1419	7.115249	4	1587.996	692.282	2981.537	2983.565	3159.433	1284.472	4472.792	1438.257	--undefined--	--undefined--
1420	7.120249	4	1400.131	689.307	2292.709	804.732	3703.428	603.467	4811.227	962.438	--undefined--	--undefined--
1421	7.125249	5	533.713	2776.510	1229.338	915.888	2342.513	575.973	3755.969	322.314	4815.357	565.969
1422	7.130249	5	763.176	889.968	2114.316	1109.038	2462.655	2033.880	3842.533	656.651	4714.322	1194.879
1423	7.135249	4	703.682	344.901	1871.556	857.057	3175.139	568.837	4085.993	319.522	--undefined--	--undefined--
1424	7.140249	4	738.104	396.061	1749.105	818.439	3205.745	418.641	4074.026	292.841	--undefined--	--undefined--
1425	7.145249	4	962.543	543.612	2126.105	1199.380	3288.198	745.552	4164.013	377.962	--undefined--	--undefined--
