frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)
1076	5.400249	5	929.672	739.382	1872.276	504.985	2930.233	600.065	3844.710	645.461	4709.632	552.235	--undefined--	--undefined--
1077	5.405249	6	719.184	723.594	1690.746	3542.070	1888.028	492.453	3011.024	928.627	3868.446	456.117	4735.876	477.016
1078	5.410249	5	707.301	591.682	1829.774	437.835	2804.223	647.682	3822.051	414.133	4658.062	590.945	--undefined--	--undefined--
1079	5.415249	6	590.910	487.095	1643.265	398.782	2801.752	604.730	3147.668	3509.166	3857.650	550.406	4740.468	877.620
1080	5.420249	6	561.908	319.273	1557.574	290.104	2522.760	840.956	3226.649	745.611	4007.619	518.759	4876.900	635.057
1081	5.425249	6	671.689	577.083	1452.372	441.259	2549.673	603.022	3241.319	857.254	4003.917	539.480	4913.489	521.650
1082	5.430249	5	1200.726	500.582	2283.007	673.782	3156.587	622.761	4038.333	668.050	4927.158	659.608	--undefined--	--undefined--
1083	5.435249	5	1159.885	447.455	2075.073	706.426	3109.412	891.205	3761.185	1533.208	4506.434	1000.290	--undefined--	--undefined--
1084	5.440249	5	750.799	1711.043	1376.580	662.598	2659.940	717.710	3844.611	647.751	4720.017	879.377	--undefined--	--undefined--
1085	5.445249	6	685.031	644.774	1416.763	520.675	2385.737	907.159	3281.473	934.334	3988.006	778.187	4802.699	693.668
1086	5.450249	6	766.157	386.427	1427.886	608.081	2284.341	654.407	3245.769	397.406	4093.867	535.812	4779.074	458.060
1087	5.455249	6	718.147	387.499	1308.335	444.742	2340.644	464.938	3243.491	373.577	4012.053	279.728	4799.298	300.491
1088	5.460249	6	708.362	766.645	1093.990	360.878	2367.909	519.280	3274.552	406.618	3988.692	296.845	4852.041	407.109
1089	5.465249	6	687.209	1661.031	1014.381	318.143	2166.309	957.933	3279.280	357.635	4063.077	546.508	4899.665	798.075
1090	5.470249	6	895.782	1322.225	1009.709	535.497	2354.016	1688.860	3346.210	546.629	4202.018	462.833	5179.661	2044.409
1091	5.475249	6	616.377	908.110	1121.294	449.025	2422.382	875.520	3311.052	522.763	4115.999	164.771	4865.053	1182.068
1092	5.480249	5	1086.969	197.604	2288.588	710.847	3319.877	448.727	4107.867	82.643	4767.891	968.708	--undefined--	--undefined--
1093	5.485249	6	284.452	1208.281	1095.159	132.463	2379.770	364.815	3418.928	474.070	4131.443	65.229	4765.787	702.121
1094	5.490249	6	457.120	813.019	1133.360	161.195	2420.914	366.875	3363.127	340.296	4148.868	59.312	4814.646	592.680
1095	5.495249	6	412.341	1119.068	1106.431	198.222	2459.753	333.076	3350.898	315.389	4124.672	72.030	4988.894	649.987
1096	5.500249	6	851.606	488.865	1074.332	640.337	2481.933	226.354	3393.314	444.408	4085.075	88.628	5151.841	555.309
1097	5.505249	6	819.746	266.104	1068.636	937.327	2486.719	203.723	3356.248	434.836	4107.252	99.023	5156.354	590.297
1098	5.510249	6	717.624	947.649	932.969	287.503	2525.270	239.965	3334.072	579.116	4130.618	109.409	5005.702	847.555
1099	5.515249	6	647.516	1127.398	945.754	245.996	2588.102	251.009	3499.798	874.732	4116.255	166.034	5038.947	1004.520
1100	5.520249	6	694.713	540.104	1065.976	296.070	2498.535	178.167	3485.139	555.567	4067.088	79.803	5208.066	498.352
1101	5.525249	6	657.931	685.989	1079.934	225.599	2460.990	194.326	3384.656	517.593	4070.948	58.638	5211.628	428.195
1102	5.530249	6	510.594	856.998	1072.362	124.000	2490.136	174.374	3410.906	453.833	4076.757	67.105	5182.771	677.175
1103	5.535249	6	501.331	720.216	1059.799	138.232	2484.472	134.525	3410.261	292.423	4058.305	52.133	5077.397	797.693
1104	5.540249	5	999.567	125.450	2488.967	177.197	3336.713	292.067	4051.421	30.193	5010.486	641.733	--undefined--	--undefined--
1105	5.545249	5	960.768	119.430	2552.301	392.692	3244.016	472.151	4033.998	35.408	4953.854	707.013	--undefined--	--undefined--
1106	5.550249	5	880.913	214.611	2562.651	389.221	3273.686	671.235	4011.208	56.566	5042.132	937.723	--undefined--	--undefined--
1107	5.555249	6	295.454	521.767	848.543	421.053	2462.589	123.473	3319.299	296.507	4056.402	40.916	5133.208	862.589
1108	5.560249	5	336.119	180.946	906.254	152.454	2457.910	98.061	3327.370	341.076	4059.521	35.026	--undefined--	--undefined--
1109	5.565249	5	400.914	132.943	938.608	130.157	2459.271	156.447	3312.218	294.242	4036.825	52.653	--undefined--	--undefined--
1110	5.570249	5	436.621	136.704	971.883	142.166	2458.276	146.529	3180.573	213.533	4042.169	59.726	--undefined--	--undefined--
1111	5.575249	6	453.113	99.422	976.256	101.907	2456.753	110.436	3158.271	191.533	4060.159	62.111	4407.679	3664.657
1112	5.580249	6	462.220	72.016	970.284	78.108	2453.992	108.277	3178.145	225.780	3597.924	1960.988	4083.806	90.757
1113	5.585249	6	467.441	53.435	968.807	62.157	2448.405	118.951	3186.291	385.938	3330.960	903.804	4089.233	78.664
1114	5.590249	6	470.247	65.710	975.555	91.964	2452.800	127.014	3147.089	421.907	3401.065	652.572	4093.914	92.066
1115	5.595249	6	468.076	63.249	980.298	119.083	2467.073	102.225	3174.917	300.194	3515.176	961.362	4095.284	143.714
1116	5.600249	6	464.584	64.272	986.304	210.202	2468.920	95.033	3150.787	293.862	3561.740	940.289	4128.472	228.918
1117	5.605249	6	462.997	61.094	991.351	262.950	2467.410	91.551	3162.429	307.472	3511.968	1031.917	4130.472	166.940
1118	5.610249	6	461.379	57.387	987.439	262.953	2460.556	98.702	3137.019	395.332	3431.689	729.091	4122.467	125.081
1119	5.615249	6	459.506	59.638	982.379	251.121	2462.286	130.294	3053.472	399.221	3457.888	526.361	4124.995	173.715
1120	5.620249	6	457.519	51.438	981.857	203.613	2459.899	121.399	3099.928	346.692	3526.532	725.727	4106.885	303.816
1121	5.625249	6	454.092	43.713	971.241	199.473	2446.296	123.035	3094.314	303.573	3630.570	1439.861	4055.141	241.487
1122	5.630249	6	454.541	40.315	982.681	191.666	2423.620	132.264	2941.790	335.975	3391.579	511.321	4093.125	142.578
1123	5.635249	6	453.840	37.393	989.857	171.038	2413.598	96.677	2907.616	250.094	3389.698	371.616	4078.749	98.929
1124	5.640249	6	456.005	44.778	996.151	224.767	2430.146	96.845	2945.469	174.980	3580.251	944.473	4067.280	126.295
1125	5.645249	6	456.213	41.518	1002.319	241.740	2429.349	93.539	2951.350	133.557	3686.058	1126.503	4059.790	124.550
1126	5.650249	6	454.675	41.801	999.701	268.085	2429.702	129.983	2960.839	147.243	3521.026	895.307	4074.107	109.131
1127	5.655249	6	453.971	36.472	1002.911	215.623	2420.189	136.832	2976.464	162.436	3494.972	786.817	4081.958	122.774
1128	5.660249	6	451.512	32.370	1011.078	165.984	2402.330	139.233	2982.113	199.772	3446.299	590.335	4107.526	141.683
1129	5.665249	6	451.550	31.183	1028.757	140.497	2390.963	165.956	2998.418	221.297	3423.409	503.953	4124.276	151.744
1130	5.670249	6	450.992	31.952	1045.673	130.318	2398.197	166.183	3019.288	191.439	3486.676	580.225	4141.247	233.170
1131	5.675249	6	450.931	39.451	1067.263	126.951	2406.629	132.006	3023.947	142.374	3722.006	753.692	4178.019	602.200
1132	5.680249	6	450.461	37.136	1074.120	107.459	2397.559	130.245	3017.175	153.160	3626.873	632.398	4248.839	537.751
1133	5.685249	6	449.009	35.199	1089.690	97.730	2385.262	140.789	3005.019	172.580	3543.991	538.724	4224.781	386.469
1134	5.690249	6	448.561	34.003	1101.038	134.405	2370.937	146.242	3007.237	208.033	3494.963	464.769	4198.812	401.678
1135	5.695249	6	445.774	29.688	1135.172	157.918	2364.638	147.515	3008.618	214.397	3484.767	343.355	4224.852	561.010
1136	5.700249	6	441.831	30.021	1174.921	106.092	2361.853	176.385	3014.674	216.323	3471.981	242.918	4271.899	759.536
1137	5.705249	6	437.189	31.304	1194.418	81.484	2367.485	186.348	3024.748	186.519	3466.370	192.842	4227.217	1052.621
1138	5.710249	6	427.917	42.851	1216.547	89.676	2391.448	205.232	3034.182	151.169	3466.929	168.317	4195.704	1416.253
1139	5.715249	6	411.996	60.784	1248.731	137.402	2449.044	267.498	3017.032	109.891	3438.013	210.454	4367.318	1787.361
1140	5.720249	6	394.873	81.797	1287.574	204.701	2517.033	297.276	3015.031	89.479	3408.524	250.615	4531.283	2394.705
1141	5.725249	6	372.422	90.700	1284.699	226.024	2486.619	369.114	3006.165	88.060	3374.584	302.932	4862.370	1759.851
1142	5.730249	6	272.864	132.247	1281.393	548.567	2321.511	418.169	3019.065	115.344	3506.033	1091.047	4640.144	887.403
1143	5.735249	6	234.160	33.785	1278.340	419.870	2448.140	227.001	3049.696	311.660	4218.135	791.263	4926.597	2138.803
1144	5.740249	6	233.518	17.564	1222.634	301.753	2529.089	125.433	3097.231	326.956	4057.698	1431.344	4692.271	780.132
1145	5.745249	6	232.135	15.841	1173.030	299.728	2530.330	192.912	3073.033	244.434	4054.827	1181.326	4810.472	419.175
1146	5.750249	6	231.514	14.529	1173.821	259.844	2511.158	194.937	3094.072	411.734	4129.436	901.791	4841.817	395.358
1147	5.755249	6	230.852	17.531	1257.490	268.542	2533.530	192.734	3237.408	946.016	4111.148	1316.248	4762.060	657.967
1148	5.760249	6	229.410	17.695	1216.262	250.161	2556.183	363.501	3029.698	753.703	4040.807	959.609	4827.084	613.319
1149	5.765249	6	229.919	23.889	1198.563	298.948	2556.049	250.960	3359.912	582.016	4586.367	721.850	4895.706	2878.375
1150	5.770249	5	229.695	36.283	1328.934	593.026	2534.766	309.721	3411.931	493.259	4512.272	417.777	--undefined--	--undefined--
1151	5.775249	5	236.177	47.535	1440.184	605.554	2536.870	304.207	3454.113	490.874	4480.565	328.278	--undefined--	--undefined--
1152	5.780249	5	230.766	47.810	1346.364	618.409	2544.679	302.282	3557.440	497.482	4483.188	434.601	--undefined--	--undefined--
1153	5.785249	6	220.291	28.177	1350.505	625.160	2605.753	582.686	3359.909	1127.114	4062.557	1187.397	4835.284	1218.602
1154	5.790249	6	212.431	27.413	1236.303	450.555	2470.456	500.675	3119.612	527.449	3977.524	344.022	4790.437	600.671
1155	5.795249	6	217.613	64.378	1362.050	593.948	2485.450	533.044	3153.606	359.006	3915.045	438.157	4808.198	512.909
1156	5.800249	6	76.057	593.632	1753.267	594.265	2733.463	553.595	3231.297	496.627	3932.048	927.469	4710.767	921.464
1157	5.805249	5	1717.325	797.807	2774.233	1562.232	2969.044	507.390	3711.969	532.919	4720.671	874.340	--undefined--	--undefined--
1158	5.810249	6	159.638	2488.447	1820.709	829.165	2174.795	3707.925	2925.137	333.498	3703.788	170.860	4799.024	633.556
1159	5.815249	5	1571.920	4205.887	1710.847	746.465	2846.316	376.492	3701.407	76.573	4813.008	620.875	--undefined--	--undefined--
1160	5.820249	5	1453.138	521.328	2594.190	320.383	3630.314	1153.541	3707.646	87.700	4847.430	403.649	--undefined--	--undefined--
1161	5.825249	5	1228.624	715.447	2573.588	201.372	3604.940	170.825	3852.551	562.011	4774.720	288.527	--undefined--	--undefined--
1162	5.830249	5	1068.906	1799.986	2607.747	236.825	3484.202	122.476	4001.410	646.989	4793.449	338.210	--undefined--	--undefined--
1163	5.835249	5	1409.252	1143.952	2623.928	196.856	3412.833	57.954	4083.096	361.776	4858.041	373.450	--undefined--	--undefined--
1164	5.840249	5	1446.602	692.265	2622.040	216.704	3395.698	44.078	4177.738	308.304	4848.934	385.642	--undefined--	--undefined--
1165	5.845249	5	1416.799	748.512	2635.684	348.125	3432.899	80.718	4175.128	469.785	4835.861	346.400	--undefined--	--undefined--
1166	5.850249	5	1474.111	577.645	2617.011	569.336	3461.896	85.396	4073.963	342.857	4877.769	187.502	--undefined--	--undefined--
1167	5.855249	5	1526.276	528.159	2618.664	657.995	3491.600	74.247	4095.853	246.255	4891.032	184.200	--undefined--	--undefined--
1168	5.860249	5	1568.342	220.343	2654.839	212.501	3505.130	41.635	4153.827	167.642	4934.622	286.104	--undefined--	--undefined--
1169	5.865249	5	1613.362	135.564	2636.557	66.659	3471.479	25.656	4115.186	132.999	4911.634	226.885	--undefined--	--undefined--
1170	5.870249	5	1607.011	139.357	2638.193	64.487	3453.973	33.155	4042.778	116.976	4826.623	168.365	--undefined--	--undefined--
1171	5.875249	6	388.729	834.991	1605.347	133.725	2625.472	78.354	3464.891	78.138	4028.612	140.140	4786.995	130.494
1172	5.880249	6	417.292	540.659	1578.319	180.947	2621.613	80.859	3551.719	70.842	4090.527	223.763	4874.726	159.118
1173	5.885249	6	482.024	344.760	1585.641	230.858	2654.052	142.528	3524.080	52.457	4115.669	168.572	4946.497	182.861
1174	5.890249	6	498.905	310.047	1590.694	378.462	2684.179	147.277	3503.486	91.181	4123.313	187.421	4925.195	269.655
1175	5.895249	6	439.611	459.385	1514.270	519.526	2674.870	144.639	3508.282	188.629	4146.448	307.746	4809.127	464.679
1176	5.900249	6	373.832	706.600	1477.094	392.510	2640.359	244.209	3529.454	316.714	4145.868	650.149	4651.667	679.202
1177	5.905249	6	526.831	378.273	1529.119	164.209	2633.075	289.212	3478.777	413.812	4067.228	346.046	4891.810	922.814
1178	5.910249	6	544.359	190.863	1556.103	136.062	2611.115	299.615	3381.115	634.016	4002.078	263.114	4931.923	658.834
1179	5.915249	6	517.005	138.002	1587.023	295.861	2588.318	307.681	3494.046	367.795	4454.689	584.637	4550.937	1677.643
1180	5.920249	5	490.422	310.973	1610.294	457.879	2611.335	375.165	3534.948	298.212	4436.065	252.176	--undefined--	--undefined--
1181	5.925249	5	322.320	691.663	1612.392	355.909	2640.077	536.641	3662.655	745.554	4293.683	615.418	--undefined--	--undefined--
1182	5.930249	6	496.122	617.404	1623.017	315.827	2761.957	506.856	2925.744	4079.561	3908.443	366.633	4964.916	744.463
1183	5.935249	6	524.184	375.889	1474.712	453.447	2650.704	532.347	2922.557	2585.658	3966.672	359.722	4870.235	361.551
1184	5.940249	6	472.431	530.366	1373.774	536.092	2387.556	635.677	3228.464	908.418	4010.643	528.899	4898.092	365.763
1185	5.945249	5	1323.900	836.513	1955.314	1518.111	2916.483	1047.613	3750.578	679.270	4785.832	527.422	--undefined--	--undefined--
1186	5.950249	5	1109.121	660.415	1836.725	652.043	2804.152	726.616	3642.734	559.815	4517.403	695.536	--undefined--	--undefined--
1187	5.955249	5	1068.808	617.902	1888.022	664.340	2850.430	1025.882	3537.736	493.740	4516.766	730.552	--undefined--	--undefined--
1188	5.960249	5	897.232	712.495	1881.457	1021.141	2737.656	1384.195	3424.434	501.880	4528.887	753.339	--undefined--	--undefined--
1189	5.965249	5	1070.918	627.716	1728.796	4818.123	2403.909	763.931	3416.892	580.812	4472.725	762.574	--undefined--	--undefined--
1190	5.970249	5	1134.413	580.416	2111.468	735.163	2862.575	1238.603	3596.408	509.486	4602.620	832.931	--undefined--	--undefined--
1191	5.975249	5	1137.875	893.567	1932.198	506.139	2856.471	602.023	3794.230	479.785	4652.799	942.930	--undefined--	--undefined--
1192	5.980249	5	1076.219	621.526	1917.118	474.906	2794.179	449.412	3841.403	332.922	4801.259	453.523	--undefined--	--undefined--
1193	5.985249	5	1045.780	624.370	1797.114	649.560	2695.448	620.066	3818.443	329.332	4749.787	445.923	--undefined--	--undefined--
1194	5.990249	6	451.414	5727.662	892.352	674.246	1711.322	907.134	2862.457	1078.563	3926.388	748.552	4715.138	654.597
1195	5.995249	6	597.691	737.712	1330.405	645.186	2222.470	754.084	3159.875	613.550	4240.683	536.810	4844.449	1038.006
1196	6.000249	6	561.348	773.121	1446.244	677.583	2242.424	844.353	3156.729	501.748	4315.603	471.707	5019.437	1365.683
1197	6.005249	5	742.534	1511.372	1406.199	2678.057	1769.174	832.197	3142.432	623.831	4323.445	622.508	--undefined--	--undefined--
1198	6.010249	6	562.213	805.451	1849.876	946.639	2106.446	1676.018	3335.977	1293.219	3845.252	1230.765	4599.824	549.742
1199	6.015249	6	644.437	632.994	1449.918	1652.467	2200.535	662.669	3319.626	825.117	4128.745	783.689	4708.034	640.641
1200	6.020249	6	666.656	872.428	1347.740	1521.672	2104.758	568.992	3177.167	680.114	4110.063	526.628	4877.238	632.759
1201	6.025249	5	837.063	996.731	2019.106	627.722	2418.071	4384.667	3443.575	944.569	4533.086	464.268	--undefined--	--undefined--
1202	6.030249	5	926.933	862.140	1805.277	740.519	2572.152	814.411	3562.423	539.507	4488.090	272.184	--undefined--	--undefined--
1203	6.035249	5	657.371	821.283	1531.461	700.073	2477.161	609.343	3464.214	615.917	4405.587	378.183	--undefined--	--undefined--
1204	6.040249	6	838.990	511.377	1546.374	1510.584	2139.201	885.994	3211.823	575.688	4163.663	578.775	4870.273	1216.302
1205	6.045249	6	741.349	522.873	1795.656	691.019	2089.163	1999.042	3262.626	575.033	4152.914	694.839	4937.407	1420.671
1206	6.050249	6	586.844	647.640	1545.511	614.252	2556.210	1031.418	3358.970	1208.738	3990.668	1200.388	4719.966	678.457
1207	6.055249	6	540.775	743.051	1545.702	642.694	2334.962	1958.992	2934.390	766.800	4029.138	809.420	4789.629	453.284
1208	6.060249	6	505.526	583.966	1421.802	462.778	2218.850	934.377	3148.885	450.135	4170.865	557.505	4884.925	464.060
1209	6.065249	6	605.262	947.912	1352.451	654.886	2027.112	767.777	3133.782	343.247	4166.327	389.840	4882.387	445.198
1210	6.070249	6	505.598	1808.040	1087.192	961.938	1898.256	527.848	3064.262	351.590	4116.798	394.875	4786.529	396.554
1211	6.075249	5	890.431	778.364	1829.231	353.738	2941.482	551.206	3748.047	675.426	4620.026	610.207	--undefined--	--undefined--
1212	6.080249	5	1003.988	795.146	1831.354	425.157	2936.120	773.305	3603.256	353.931	4541.051	364.542	--undefined--	--undefined--
1213	6.085249	5	977.733	1016.540	1718.838	548.915	2860.427	1074.373	3518.397	348.972	4535.943	225.197	--undefined--	--undefined--
1214	6.090249	6	771.857	895.964	1337.882	1326.044	1903.567	524.827	3373.124	441.475	4105.071	1270.732	4594.898	342.001
1215	6.095249	6	509.286	1863.140	1070.459	845.740	1975.129	493.394	3241.378	494.857	4165.169	579.977	4764.996	809.602
1216	6.100249	5	1077.633	500.705	2047.824	432.205	3133.874	492.339	4135.867	412.377	4882.079	621.115	--undefined--	--undefined--
1217	6.105249	6	445.476	1256.748	1222.242	930.020	2104.324	638.139	3037.975	483.191	4136.333	481.048	4841.531	489.675
1218	6.110249	6	526.578	524.292	1389.943	515.987	2295.988	619.876	3051.350	497.254	4168.684	587.633	4827.930	430.067
1219	6.115249	6	546.254	383.640	1402.753	254.526	2426.162	579.846	3082.836	570.455	4097.313	481.847	4889.098	352.412
1220	6.120249	6	634.477	440.633	1414.246	210.896	2518.796	472.351	3113.183	571.618	4044.051	494.968	4887.106	306.430
1221	6.125249	6	741.407	635.895	1442.934	431.954	2428.729	839.636	3038.411	498.547	4062.887	499.092	4912.713	463.298
1222	6.130249	6	708.315	537.488	1725.096	661.013	1970.482	891.076	3095.847	421.445	4047.012	498.467	4927.011	511.190
1223	6.135249	6	702.718	698.079	1625.413	538.389	1946.680	1180.657	3087.694	609.865	3937.241	560.090	4875.606	583.459
1224	6.140249	5	877.705	878.137	1516.571	298.284	2849.199	323.334	3760.196	523.019	4765.864	897.674	--undefined--	--undefined--
1225	6.145249	5	1066.353	864.641	1430.158	381.298	2857.377	235.467	3614.282	541.158	4744.778	569.174	--undefined--	--undefined--
1226	6.150249	5	1224.092	382.816	2299.508	1990.324	3002.793	593.636	3842.836	1093.050	4827.182	411.977	--undefined--	--undefined--
1227	6.155249	6	665.158	642.617	1341.118	492.256	2144.809	780.588	3262.202	357.041	4140.467	506.543	4831.217	596.513
1228	6.160249	6	602.805	617.850	1401.698	351.820	2176.314	611.974	3284.838	431.795	4177.724	555.054	4777.489	651.513
1229	6.165249	6	233.237	1331.737	1396.469	237.447	2626.783	864.336	3351.336	726.105	4351.661	3621.484	4599.794	449.392
1230	6.170249	6	272.532	1209.201	1356.120	263.850	2377.228	1110.951	3081.663	545.880	4013.036	1090.525	4745.368	579.299
1231	6.175249	6	458.842	997.317	1310.614	361.928	2213.725	952.557	3041.433	384.130	3998.596	638.135	4827.257	509.150
1232	6.180249	5	645.684	1535.237	1313.488	299.099	2797.044	523.198	3522.789	876.835	4437.875	535.351	--undefined--	--undefined--
1233	6.185249	5	861.640	1049.433	1260.240	371.252	2723.603	490.190	3451.780	702.931	4376.931	391.246	--undefined--	--undefined--
1234	6.190249	6	656.493	707.375	1238.142	374.423	2577.182	831.297	3147.760	932.587	4283.514	541.158	5106.767	2344.917
1235	6.195249	6	507.684	831.315	1202.919	506.023	2416.134	658.060	3390.015	660.584	4370.798	1515.264	4549.279	896.897
1236	6.200249	6	304.983	1706.660	1049.020	824.765	2261.708	765.365	3368.193	524.953	3946.336	1747.896	4657.113	617.807
1237	6.205249	6	261.313	2249.174	919.809	550.944	2013.648	684.612	3266.090	377.358	3907.441	996.936	4873.287	768.100
1238	6.210249	6	526.883	1463.723	972.567	481.343	1929.910	570.033	3267.688	339.947	4012.559	636.752	4893.854	540.918
1239	6.215249	6	160.003	2704.566	980.854	1016.251	1702.551	968.413	2965.841	904.331	3919.960	633.236	4757.204	546.105
1240	6.220249	5	937.882	540.227	1657.942	472.295	2660.932	493.864	3741.584	376.402	4477.187	557.349	--undefined--	--undefined--
1241	6.225249	5	947.195	333.317	1694.893	482.385	2767.058	443.783	3698.982	356.480	4574.825	471.094	--undefined--	--undefined--
1242	6.230249	5	926.212	232.494	1735.447	458.407	2801.754	388.942	3670.342	342.633	4660.355	333.067	--undefined--	--undefined--
1243	6.235249	5	865.890	369.051	1610.882	720.615	2796.445	451.598	3673.820	489.448	4717.816	257.039	--undefined--	--undefined--
1244	6.240249	6	628.757	630.658	1409.850	592.892	2775.473	404.011	3382.174	3397.117	3590.783	900.103	4701.178	331.341
1245	6.245249	5	630.402	814.106	1470.656	697.614	2764.176	337.612	3470.883	845.924	4524.323	597.384	--undefined--	--undefined--
1246	6.250249	5	775.468	673.651	1427.628	850.411	2632.933	868.446	3011.599	1082.057	4310.523	596.122	--undefined--	--undefined--
1247	6.255249	5	982.333	642.879	1843.997	2602.977	2317.519	845.934	3378.789	982.415	4469.915	526.251	--undefined--	--undefined--
1248	6.260249	5	989.091	530.292	2225.018	605.032	2342.615	1662.423	3411.581	485.140	4473.784	298.691	--undefined--	--undefined--
1249	6.265249	5	1060.330	633.564	2209.316	464.863	2381.685	2627.106	3308.452	420.887	4449.214	218.055	--undefined--	--undefined--
1250	6.270249	5	1226.140	650.645	2194.325	795.685	3145.272	2747.391	3223.944	720.840	4464.561	424.293	--undefined--	--undefined--
1251	6.275249	5	1283.447	742.761	1795.344	920.046	2800.881	551.576	3655.737	561.632	4573.573	639.641	--undefined--	--undefined--
1252	6.280249	5	931.478	978.976	1611.555	794.973	2682.669	660.669	3532.742	488.321	4464.174	669.616	--undefined--	--undefined--
1253	6.285249	5	811.796	952.211	1339.841	447.759	2649.965	359.425	3511.227	562.097	4422.733	334.063	--undefined--	--undefined--
1254	6.290249	5	701.266	1113.315	1337.916	430.522	2640.556	385.359	3668.181	777.633	4452.566	560.559	--undefined--	--undefined--
1255	6.295249	6	561.006	693.684	1447.545	534.168	2588.419	645.134	3345.708	1534.458	4157.262	713.746	4740.780	1156.574
1256	6.300249	5	985.164	355.459	1928.081	616.715	2867.987	811.817	3677.177	913.558	4445.284	416.973	--undefined--	--undefined--
1257	6.305249	5	845.912	194.062	1939.851	426.983	2688.530	935.565	3537.212	337.887	4479.878	282.761	--undefined--	--undefined--
1258	6.310249	5	861.031	107.036	2056.861	675.906	2644.827	1495.703	3537.500	238.130	4386.591	399.863	--undefined--	--undefined--
1259	6.315249	6	886.371	82.108	1165.825	1310.266	2533.311	393.250	3470.124	188.013	4141.602	389.556	4944.316	1777.278
1260	6.320249	6	865.606	122.881	1306.879	850.818	2579.975	211.652	3446.981	144.843	4182.995	240.407	5281.107	1785.665
1261	6.325249	6	801.346	285.981	1280.616	582.264	2557.596	162.303	3412.554	129.031	4184.020	254.827	4860.116	1114.900
1262	6.330249	6	803.611	668.047	1113.129	382.114	2569.767	104.221	3426.254	119.885	4162.188	317.473	4642.601	808.311
1263	6.335249	6	712.875	754.794	1137.349	407.764	2569.042	95.062	3430.936	191.448	4086.479	292.512	4633.830	735.426
1264	6.340249	6	605.079	710.192	1254.731	312.581	2582.884	120.099	3357.547	312.203	4053.234	127.347	4745.670	740.935
1265	6.345249	6	690.451	472.138	1278.297	279.250	2560.546	127.828	3328.098	200.262	4083.820	144.201	4699.771	518.017
1266	6.350249	6	852.027	449.079	1163.356	619.594	2545.072	189.120	3350.283	163.560	4178.131	542.825	4552.939	516.868
1267	6.355249	6	866.114	221.715	1107.511	1261.733	2531.253	272.145	3359.310	233.432	4171.052	549.675	4594.227	746.554
1268	6.360249	6	820.526	234.713	1032.180	1236.125	2537.433	214.322	3343.418	223.930	4079.794	117.592	5092.865	1187.316
1269	6.365249	6	336.000	644.549	996.854	305.980	2539.374	132.380	3304.722	183.435	4056.097	68.390	5129.955	973.199
1270	6.370249	5	398.313	414.507	1012.686	212.075	2538.368	173.589	3301.138	190.201	4058.736	135.162	--undefined--	--undefined--
1271	6.375249	6	521.908	260.068	1036.863	185.442	2528.090	135.645	3289.085	228.297	3985.081	236.981	4901.231	4024.477
1272	6.380249	6	538.219	160.102	1049.143	121.434	2518.464	110.405	3289.999	228.113	3806.444	2210.317	4021.499	227.991
1273	6.385249	6	538.161	139.947	1050.874	103.990	2504.515	117.687	3283.989	286.046	3575.811	1153.458	4115.412	359.233
1274	6.390249	6	538.721	110.702	1051.398	79.918	2502.084	106.721	3296.556	340.170	3453.361	927.424	4113.259	314.433
1275	6.395249	6	537.981	109.863	1050.292	82.098	2504.076	127.099	3255.824	839.494	3362.949	393.944	4063.776	224.933
1276	6.400249	6	536.299	97.791	1051.075	83.032	2507.986	109.969	3254.903	837.265	3358.785	385.539	4078.003	216.593
1277	6.405249	6	536.441	93.357	1045.551	103.083	2496.999	102.915	3153.161	622.000	3424.222	404.537	4112.439	226.146
1278	6.410249	6	532.929	89.449	1043.408	108.203	2496.653	131.483	3050.101	618.395	3438.800	285.639	4137.528	249.804
1279	6.415249	6	531.885	73.769	1044.060	94.751	2490.644	137.506	2991.123	557.805	3430.852	193.343	4173.800	262.243
1280	6.420249	6	524.377	76.400	1042.835	117.158	2474.226	135.615	2971.610	524.388	3430.442	209.849	4137.428	225.215
1281	6.425249	6	523.838	72.968	1038.121	120.382	2476.070	120.759	2986.700	502.474	3434.652	233.313	4127.292	219.163
1282	6.430249	6	520.164	87.509	1033.573	117.020	2478.389	116.828	2992.357	457.227	3439.215	282.726	4138.410	226.961
1283	6.435249	6	518.441	80.339	1034.243	95.080	2479.281	107.885	2998.820	463.239	3432.720	247.169	4144.006	188.699
1284	6.440249	6	516.587	82.897	1031.772	92.075	2477.103	105.768	2993.458	435.398	3428.740	208.190	4169.612	181.441
1285	6.445249	6	509.579	88.061	1032.286	96.137	2474.311	108.495	2964.993	437.928	3415.668	215.563	4207.641	219.784
1286	6.450249	6	505.999	85.567	1028.403	94.615	2467.297	96.467	2942.618	382.083	3413.627	202.717	4229.986	209.946
1287	6.455249	6	498.763	102.512	1029.148	89.420	2475.443	119.129	2967.554	420.502	3429.595	212.335	4188.478	206.919
1288	6.460249	6	497.660	99.719	1029.345	76.971	2472.490	119.740	2979.515	401.573	3440.687	196.786	4208.587	215.890
1289	6.465249	6	494.834	89.231	1023.943	75.797	2451.022	128.750	2927.294	330.105	3426.083	148.762	4232.088	182.538
1290	6.470249	6	493.900	78.558	1023.563	67.487	2445.728	113.969	2922.384	298.955	3427.163	131.228	4229.699	159.857
