frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)
1291	6.475249	6	488.571	78.478	1020.739	64.712	2438.640	104.094	2913.879	252.726	3423.833	117.017	4217.573	134.072
1292	6.480249	6	481.114	74.215	1018.272	60.480	2433.750	102.209	2912.157	242.036	3410.618	111.680	4195.321	161.461
1293	6.485249	6	481.091	64.834	1016.561	55.468	2425.040	94.224	2910.445	215.550	3408.118	96.776	4199.778	153.040
1294	6.490249	6	474.653	72.619	1016.656	59.549	2420.196	99.705	2907.969	251.544	3412.528	115.508	4202.747	113.508
1295	6.495249	6	476.907	69.042	1017.485	56.506	2425.936	90.420	2924.378	247.655	3420.964	123.062	4207.754	110.760
1296	6.500249	6	473.026	78.959	1016.454	63.061	2427.033	96.523	2934.853	232.612	3422.270	132.481	4202.852	122.826
1297	6.505249	6	470.951	76.051	1018.087	58.172	2432.543	98.364	2955.984	276.187	3428.599	152.874	4198.586	125.413
1298	6.510249	6	465.240	75.675	1016.020	52.802	2423.741	121.120	2944.176	279.326	3421.729	142.387	4181.240	94.060
1299	6.515249	6	461.240	74.559	1012.378	54.029	2417.103	116.179	2947.237	264.917	3418.182	146.587	4173.130	120.484
1300	6.520249	6	463.036	64.943	1009.568	53.830	2413.040	93.967	2956.098	248.735	3417.458	146.655	4160.114	126.046
1301	6.525249	6	455.787	66.667	1008.866	62.726	2408.749	95.913	2972.033	290.735	3419.100	208.068	4154.223	140.634
1302	6.530249	6	455.326	56.909	1004.644	60.604	2408.331	88.221	2981.420	293.511	3421.059	229.956	4135.967	110.954
1303	6.535249	6	447.316	55.047	1000.004	68.514	2399.513	104.768	2978.974	305.116	3412.381	257.829	4118.736	79.815
1304	6.540249	6	445.598	48.258	995.451	76.471	2403.974	99.423	3017.327	370.182	3409.815	302.362	4114.864	94.776
1305	6.545249	6	443.411	46.767	988.749	110.590	2403.840	93.083	3068.960	458.588	3396.052	349.952	4119.835	162.190
1306	6.550249	6	439.149	41.562	978.482	120.881	2392.398	91.406	3067.401	479.764	3390.093	356.736	4092.507	139.703
1307	6.555249	6	437.666	35.489	967.428	120.481	2383.808	88.226	3043.004	436.173	3403.858	327.358	4077.306	110.920
1308	6.560249	6	432.884	36.446	953.363	147.537	2385.998	102.940	3065.863	425.044	3417.194	386.026	4074.416	155.495
1309	6.565249	6	432.773	30.542	943.020	143.895	2377.971	103.883	3043.234	411.567	3407.891	346.157	4088.390	151.172
1310	6.570249	6	428.706	33.922	932.866	172.454	2376.358	119.071	3097.603	370.792	3374.343	680.025	4109.806	210.264
1311	6.575249	6	427.916	32.156	924.043	168.517	2373.834	125.722	3098.847	346.409	3389.463	700.480	4117.308	257.308
1312	6.580249	6	421.659	31.875	912.827	153.983	2359.419	141.893	3029.874	363.602	3394.749	376.182	4174.419	414.747
1313	6.585249	6	416.874	34.076	901.754	157.021	2357.243	131.292	3020.079	280.443	3412.876	289.137	4353.114	673.792
1314	6.590249	6	410.344	34.908	899.667	157.684	2348.239	118.956	3010.644	244.941	3416.610	233.631	4410.218	775.743
1315	6.595249	6	404.216	48.585	913.033	188.696	2355.852	149.524	3072.386	346.899	3457.417	328.693	4453.693	1176.134
1316	6.600249	6	399.005	47.345	938.626	165.312	2358.880	144.360	3109.682	303.581	3498.684	363.600	4621.535	1309.286
1317	6.605249	6	389.980	53.601	962.547	160.185	2361.890	174.632	3107.369	258.844	3523.268	371.052	4586.938	1443.371
1318	6.610249	6	385.176	52.513	995.029	131.593	2356.178	186.589	3115.457	236.631	3519.821	317.320	4541.548	1432.534
1319	6.615249	6	376.927	55.747	1028.035	111.165	2347.430	197.720	3103.378	219.266	3496.989	257.821	4503.258	1297.451
1320	6.620249	6	369.397	60.059	1050.082	143.841	2323.848	196.695	3061.287	216.028	3441.413	270.606	4563.928	1186.014
1321	6.625249	6	362.210	61.425	1077.869	234.823	2308.588	196.395	2998.636	242.588	3329.733	261.222	4687.366	1104.527
1322	6.630249	6	343.726	76.906	1150.315	229.695	2316.720	266.392	2806.858	270.543	3287.044	281.275	4824.694	1270.277
1323	6.635249	6	334.054	73.700	1182.272	163.733	2292.779	276.167	2741.944	185.532	3319.487	386.897	4786.111	950.526
1324	6.640249	6	303.208	145.348	1275.106	258.390	2244.829	611.257	2727.801	267.587	3525.279	891.259	4727.835	712.613
1325	6.645249	6	245.838	97.495	1447.521	346.594	1978.197	998.594	2824.166	858.524	3740.258	669.163	4776.308	783.719
1326	6.650249	5	231.745	42.595	1353.789	374.270	2217.213	764.368	3399.039	693.463	4240.558	851.248	--undefined--	--undefined--
1327	6.655249	5	228.128	30.079	1183.721	329.539	2467.631	303.665	3356.166	580.953	4367.707	544.303	--undefined--	--undefined--
1328	6.660249	5	228.724	57.152	1276.632	684.426	2455.063	186.449	3417.271	331.691	4495.551	310.555	--undefined--	--undefined--
1329	6.665249	5	222.457	52.972	1312.969	637.193	2388.632	296.966	3437.659	379.347	4467.466	311.547	--undefined--	--undefined--
1330	6.670249	5	208.060	75.028	1313.957	533.978	2239.849	577.034	3382.641	441.273	4385.680	379.004	--undefined--	--undefined--
1331	6.675249	6	232.125	115.177	1398.570	691.576	2475.423	655.931	3020.660	457.729	4113.632	730.806	4822.856	903.734
1332	6.680249	6	243.318	687.687	1729.432	760.068	2469.312	614.316	2959.402	294.464	3823.547	755.969	4712.260	730.233
1333	6.685249	6	647.648	723.816	1776.816	635.781	2474.279	671.144	2956.383	284.714	3760.940	537.751	4755.269	450.353
1334	6.690249	6	653.636	815.704	1831.710	570.143	2779.763	997.716	2923.620	632.437	3708.915	535.618	4742.101	298.681
1335	6.695249	6	556.608	1121.249	1755.074	613.693	2630.611	601.749	3384.520	186.536	3961.332	828.898	4745.593	289.813
1336	6.700249	5	1447.180	528.469	2510.433	281.080	3389.887	34.537	3870.548	494.774	4704.160	304.525	--undefined--	--undefined--
1337	6.705249	5	1444.608	940.143	2548.180	175.916	3395.374	15.323	3857.763	412.633	4650.719	229.990	--undefined--	--undefined--
1338	6.710249	5	1365.044	648.128	2566.857	299.994	3368.809	15.626	3822.952	512.079	4622.423	236.192	--undefined--	--undefined--
1339	6.715249	5	1467.921	310.151	2588.727	542.929	3364.926	21.711	3949.858	462.864	4686.525	446.868	--undefined--	--undefined--
1340	6.720249	5	1516.890	265.305	2568.628	481.241	3384.504	81.809	4003.560	211.288	4871.798	463.311	--undefined--	--undefined--
1341	6.725249	5	1573.296	256.260	2717.391	411.236	3542.061	340.008	4050.135	261.072	4928.287	461.484	--undefined--	--undefined--
1342	6.730249	5	1583.390	266.505	2651.271	310.767	3494.941	124.286	4129.532	325.609	4878.628	293.831	--undefined--	--undefined--
1343	6.735249	5	1520.112	158.576	2569.891	110.773	3472.274	68.795	4201.746	360.074	4880.701	257.909	--undefined--	--undefined--
1344	6.740249	5	1469.205	155.632	2555.407	77.806	3466.021	53.505	4213.175	438.480	4885.070	347.372	--undefined--	--undefined--
1345	6.745249	5	1478.527	246.001	2560.864	165.845	3463.881	66.154	4143.018	438.366	4891.068	469.204	--undefined--	--undefined--
1346	6.750249	6	399.367	1059.527	1564.910	229.922	2618.079	221.330	3460.369	73.995	4114.828	287.586	4966.552	392.030
1347	6.755249	6	496.327	393.224	1579.341	111.949	2626.236	143.218	3475.543	118.049	4158.260	194.350	4932.190	300.078
1348	6.760249	6	507.928	398.328	1588.365	129.428	2618.896	185.284	3451.955	98.679	4166.493	227.233	4845.639	320.999
1349	6.765249	6	471.226	743.254	1569.383	209.501	2634.821	176.548	3420.830	66.927	4228.172	366.985	4879.439	457.617
1350	6.770249	6	593.546	483.839	1613.431	241.490	2620.524	180.233	3386.868	70.866	4182.364	329.560	4971.240	452.467
1351	6.775249	6	572.238	408.458	1593.091	267.405	2644.609	205.821	3384.176	88.493	4095.874	234.199	4984.211	509.594
1352	6.780249	6	505.232	696.769	1502.501	185.207	2677.015	189.475	3386.471	116.700	4063.280	275.385	4885.529	462.676
1353	6.785249	6	609.631	438.193	1520.956	173.459	2660.466	128.956	3432.704	176.067	4106.476	369.658	4788.090	405.483
1354	6.790249	6	631.487	182.526	1524.348	193.175	2636.300	85.338	3452.186	185.320	4096.818	334.958	4811.180	537.620
1355	6.795249	6	598.577	223.509	1544.907	139.203	2641.824	114.538	3451.340	149.899	4169.605	465.638	5073.136	1235.780
1356	6.800249	5	518.224	484.680	1533.308	154.865	2607.832	361.526	3442.483	170.925	4283.060	453.808	--undefined--	--undefined--
1357	6.805249	6	446.277	744.403	1542.011	300.119	2499.962	861.748	3395.682	243.896	4289.936	932.837	4649.152	1016.419
1358	6.810249	6	628.964	641.474	1465.461	497.070	2812.781	975.790	3474.202	514.100	3730.979	2325.007	4685.786	540.229
1359	6.815249	5	882.886	613.983	1668.912	913.598	2914.111	831.489	3563.748	275.684	4676.897	497.744	--undefined--	--undefined--
1360	6.820249	5	947.341	559.643	2001.273	880.182	3244.750	1286.487	3524.000	384.756	4613.311	476.678	--undefined--	--undefined--
1361	6.825249	5	803.475	703.519	1984.583	630.800	3130.708	775.804	3693.078	887.828	4586.896	674.357	--undefined--	--undefined--
1362	6.830249	5	643.617	811.350	1896.330	542.926	3032.177	899.003	3441.212	901.902	4365.151	650.231	--undefined--	--undefined--
1363	6.835249	5	675.795	518.862	1620.310	538.888	2582.028	714.059	3494.529	661.040	4419.947	779.603	--undefined--	--undefined--
1364	6.840249	5	771.699	522.125	1713.445	577.154	2640.147	557.179	3651.633	343.170	4574.703	381.968	--undefined--	--undefined--
1365	6.845249	5	956.983	1908.966	1622.713	809.917	2836.688	780.346	3697.500	696.341	4591.024	518.775	--undefined--	--undefined--
1366	6.850249	6	241.814	1156.748	1483.498	444.645	2553.599	630.746	3430.245	683.139	4324.556	634.665	4753.612	1984.938
1367	6.855249	5	228.484	1734.907	1299.858	710.738	2228.679	822.118	3369.499	426.341	4215.801	538.757	--undefined--	--undefined--
1368	6.860249	6	599.215	1485.553	1105.740	714.040	2047.989	416.376	3348.820	329.397	3961.153	644.322	5057.420	712.409
1369	6.865249	6	780.214	1011.749	1195.741	1035.856	2061.735	540.094	3338.288	521.805	3922.064	715.375	5022.761	815.648
1370	6.870249	5	986.176	603.536	1567.754	1118.910	2743.473	813.339	3641.618	1039.889	4453.572	816.762	--undefined--	--undefined--
1371	6.875249	5	1123.024	451.489	1822.157	1961.335	2700.089	785.116	3811.457	707.296	4701.020	708.404	--undefined--	--undefined--
1372	6.880249	5	1161.936	369.630	2080.634	587.499	2935.026	857.944	3883.383	428.465	4840.166	551.047	--undefined--	--undefined--
1373	6.885249	5	1215.177	429.796	2182.110	633.768	2930.554	845.496	3919.105	545.203	4878.976	651.512	--undefined--	--undefined--
1374	6.890249	5	1303.560	516.943	2331.061	615.040	3097.256	1328.334	3860.515	720.005	4855.106	488.632	--undefined--	--undefined--
1375	6.895249	6	593.857	797.253	1490.678	414.992	2336.191	589.902	3358.112	712.504	4008.828	796.546	4945.871	671.678
1376	6.900249	6	664.262	744.133	1558.147	414.183	2404.497	1031.558	3292.650	676.356	4158.054	703.361	5297.117	1347.495
1377	6.905249	6	515.394	1461.672	1521.037	799.966	1962.205	1250.579	3115.230	540.248	4188.258	593.268	4895.247	796.229
1378	6.910249	5	1193.076	717.369	1984.574	456.195	3300.317	361.837	4244.481	1099.605	4795.437	588.347	--undefined--	--undefined--
1379	6.915249	5	903.327	768.341	1977.057	404.204	3376.174	574.741	3603.989	2025.961	4758.381	383.040	--undefined--	--undefined--
1380	6.920249	5	721.414	632.263	1925.304	344.210	3001.434	919.521	3733.854	901.014	4702.526	371.941	--undefined--	--undefined--
1381	6.925249	6	593.213	476.781	1543.414	2690.024	1885.930	396.382	3262.534	620.993	4248.560	1353.196	4574.155	582.728
1382	6.930249	5	627.499	517.070	1876.322	1788.425	1899.580	605.144	3295.118	494.224	4459.381	376.902	--undefined--	--undefined--
1383	6.935249	5	953.414	677.034	1915.001	756.279	2907.668	2067.078	3159.092	611.346	4489.423	257.754	--undefined--	--undefined--
1384	6.940249	5	766.881	676.407	1565.103	747.660	2709.633	532.944	3506.365	722.071	4539.422	277.384	--undefined--	--undefined--
1385	6.945249	5	547.247	750.205	1564.530	383.566	2507.115	732.277	3503.265	460.305	4597.435	366.424	--undefined--	--undefined--
1386	6.950249	6	393.882	781.479	1495.922	249.716	2394.112	614.534	3363.967	459.257	4162.616	1015.012	4723.861	607.214
1387	6.955249	6	469.788	710.094	1458.799	237.153	2469.985	539.143	3398.988	535.039	4152.640	794.483	4852.249	1038.332
1388	6.960249	6	513.979	812.640	1530.207	406.156	2525.775	909.305	3553.537	682.076	3876.027	1673.678	4791.592	861.250
1389	6.965249	5	1434.984	587.121	2161.628	1096.048	3094.132	537.524	3896.650	541.233	4878.988	393.215	--undefined--	--undefined--
1390	6.970249	6	394.104	684.229	1545.172	484.203	2389.271	842.949	3242.424	696.118	3844.008	616.254	4878.033	366.045
1391	6.975249	6	523.049	409.478	1552.373	389.965	2394.439	708.108	3385.073	615.871	3945.610	798.542	4797.047	569.255
1392	6.980249	6	579.590	444.243	1536.072	498.592	2745.213	1962.894	2850.934	694.849	3945.373	649.491	4750.344	624.879
1393	6.985249	5	690.138	646.496	1602.132	587.682	2854.328	306.183	3863.988	848.680	4635.909	678.442	--undefined--	--undefined--
1394	6.990249	5	757.007	697.105	1669.398	603.179	2825.943	637.733	3557.176	674.439	4595.578	500.026	--undefined--	--undefined--
1395	6.995249	5	1150.055	1793.707	1306.494	1010.103	2359.845	1117.425	3443.879	377.956	4620.837	593.864	--undefined--	--undefined--
1396	7.000249	6	543.587	2399.081	1114.321	601.235	2109.614	776.809	3258.035	575.894	4248.038	1584.660	4730.758	995.736
1397	7.005249	6	763.826	653.952	1612.093	793.197	1962.314	1633.321	3004.297	342.979	4087.807	557.889	4785.164	485.042
1398	7.010249	6	609.187	693.300	1601.765	475.110	2272.003	1691.578	3008.379	373.446	4065.500	523.811	4776.943	415.563
1399	7.015249	6	491.792	895.932	1635.439	554.187	2397.645	1895.027	2928.090	483.028	3975.209	689.488	4718.363	479.503
1400	7.020249	6	667.934	1037.989	1562.154	832.562	2634.839	848.410	3412.300	3188.690	3718.546	1056.874	4653.230	739.240
1401	7.025249	5	989.371	632.315	1568.082	1440.958	2450.450	704.749	3607.509	509.063	4606.621	470.043	--undefined--	--undefined--
1402	7.030249	5	1092.352	410.896	1694.024	1301.987	2603.285	688.296	3600.054	396.441	4663.957	449.060	--undefined--	--undefined--
1403	7.035249	6	543.585	948.095	1175.692	448.981	2278.493	812.662	3219.482	756.372	3988.576	764.763	4868.651	562.081
1404	7.040249	6	535.588	467.428	1291.027	375.283	2252.436	587.856	3196.849	512.299	4095.209	426.658	4906.742	535.744
1405	7.045249	6	553.107	744.358	1284.403	323.182	2395.782	891.685	3133.857	575.992	4071.510	559.743	4786.473	527.159
1406	7.050249	5	1203.242	467.180	1562.313	1724.354	2838.284	585.281	3738.062	804.698	4662.969	609.175	--undefined--	--undefined--
1407	7.055249	5	918.182	637.003	1713.717	414.939	2722.924	506.391	3607.640	471.681	4646.045	458.232	--undefined--	--undefined--
1408	7.060249	5	982.005	660.998	1778.104	542.002	2724.520	658.442	3596.096	633.107	4671.797	409.585	--undefined--	--undefined--
1409	7.065249	5	1026.142	401.668	2015.390	632.931	2850.854	630.295	3751.450	636.382	4647.696	366.460	--undefined--	--undefined--
1410	7.070249	5	981.761	564.818	1920.881	642.605	2841.036	501.428	3720.951	553.063	4596.787	412.750	--undefined--	--undefined--
1411	7.075249	5	1027.545	511.787	1823.576	329.993	2912.630	562.367	3589.914	342.604	4655.591	373.837	--undefined--	--undefined--
1412	7.080249	5	1155.522	552.194	1820.047	531.784	2934.291	777.187	3521.547	548.302	4659.698	506.065	--undefined--	--undefined--
1413	7.085249	5	1329.680	390.432	2772.784	619.721	2807.288	1765.742	4062.118	845.855	4712.291	729.010	--undefined--	--undefined--
1414	7.090249	6	320.432	1131.063	1339.621	384.807	2669.356	544.497	3143.343	2374.129	3926.091	962.778	4704.862	468.183
1415	7.095249	6	409.674	597.438	1411.790	418.187	2354.914	537.577	3206.937	656.460	4095.643	977.532	4814.727	345.706
1416	7.100249	6	462.347	728.620	1448.248	509.800	2366.887	561.678	3212.753	601.738	4263.086	1099.770	4781.103	496.020
1417	7.105249	5	531.791	1039.161	1599.737	561.561	2595.625	566.001	3628.323	647.516	4571.297	496.867	--undefined--	--undefined--
1418	7.110249	5	942.425	1397.070	1754.335	553.706	2685.392	600.094	3669.239	480.988	4573.995	617.004	--undefined--	--undefined--
1419	7.115249	5	1156.845	649.846	1841.876	504.574	2877.689	573.805	3670.903	657.805	4541.975	688.806	--undefined--	--undefined--
1420	7.120249	5	1197.734	477.661	1988.502	559.009	2828.353	919.825	3779.649	460.224	4780.077	748.212	--undefined--	--undefined--
1421	7.125249	6	608.338	929.657	1380.122	645.590	2317.352	428.594	3543.714	1610.881	3785.824	411.409	4873.295	464.165
1422	7.130249	6	576.829	404.317	1474.135	510.272	2330.066	395.732	3359.459	548.064	4046.527	384.740	4926.553	530.879
1423	7.135249	6	621.848	256.759	1368.449	637.218	2335.337	535.186	3273.924	245.911	4063.906	133.177	4931.152	442.963
1424	7.140249	6	654.445	310.526	1404.436	659.338	2328.518	878.762	3268.313	273.233	4059.104	179.201	5016.339	730.106
1425	7.145249	6	748.420	619.786	1297.928	786.101	2400.556	810.475	3354.605	559.041	4163.439	320.200	5287.249	1642.914
1426	7.150249	6	740.754	530.104	1194.358	699.735	2437.470	632.546	3357.056	760.191	4134.968	214.039	5017.446	1171.929
1427	7.155249	6	833.404	643.955	998.808	643.017	2472.976	440.569	3246.028	832.798	4118.158	127.130	5021.574	1176.128
1428	7.160249	6	694.895	593.542	1112.156	279.287	2437.381	206.653	3305.795	378.163	4117.795	90.855	4945.600	924.287
1429	7.165249	6	670.370	563.029	1181.019	201.714	2449.840	195.952	3349.685	259.619	4095.344	95.253	5008.833	826.928
1430	7.170249	6	504.689	717.446	1169.916	265.273	2452.092	352.071	3317.311	358.928	4065.709	94.942	5052.424	774.734
1431	7.175249	6	343.279	1496.440	938.101	266.522	2483.462	396.693	3248.891	552.307	4069.884	66.367	4898.776	749.551
1432	7.180249	5	935.022	130.586	2515.249	304.659	3295.246	874.039	4085.839	57.016	4683.715	852.659	--undefined--	--undefined--
1433	7.185249	4	974.616	93.327	2491.009	169.392	3648.242	739.804	4107.406	46.278	--undefined--	--undefined--	--undefined--	--undefined--
1434	7.190249	5	306.189	215.826	997.040	109.552	2488.255	216.463	3342.257	515.065	4103.074	35.704	--undefined--	--undefined--
1435	7.195249	6	369.545	231.296	964.189	272.615	2463.859	203.076	3215.683	240.649	4095.070	96.757	4941.697	2425.085
1436	7.200249	6	431.833	136.384	987.888	174.070	2438.336	148.487	3192.104	246.707	3755.414	1183.160	4135.394	241.757
1437	7.205249	6	451.674	84.457	1008.645	143.930	2443.973	119.804	3192.357	220.896	3686.357	1210.923	4122.732	167.358
1438	7.210249	6	453.884	60.306	1017.175	149.601	2439.118	124.557	3187.433	303.419	3441.101	825.598	4151.883	144.013
1439	7.215249	6	453.726	43.835	1012.173	132.417	2435.119	125.111	3211.282	314.032	3338.078	1035.654	4138.958	165.606
1440	7.220249	6	452.250	39.389	1005.864	138.299	2431.102	124.207	3186.379	368.115	3329.619	1147.134	4140.125	338.009
1441	7.225249	6	447.843	38.767	997.780	132.439	2428.590	123.628	3084.662	502.355	3400.037	678.453	4164.539	487.257
1442	7.230249	6	447.415	32.237	994.908	110.695	2424.888	121.117	3019.868	501.021	3377.549	533.852	4098.719	151.456
1443	7.235249	6	444.912	26.402	987.984	99.256	2428.146	157.492	2931.230	437.772	3374.198	366.771	4084.920	61.507
1444	7.240249	6	447.636	21.925	988.448	92.158	2428.806	158.761	2942.039	405.605	3395.327	386.716	4089.543	65.002
1445	7.245249	6	447.399	24.508	989.445	112.331	2449.935	159.370	3030.309	387.912	3424.859	718.594	4102.464	108.781
1446	7.250249	6	448.892	25.085	994.875	121.022	2455.789	154.371	3041.030	276.741	3550.089	1150.288	4095.820	121.799
1447	7.255249	6	449.076	23.630	997.639	116.407	2453.338	156.316	3027.703	254.769	3518.893	1192.739	4084.190	110.289
1448	7.260249	6	448.751	24.533	1002.041	115.895	2463.067	157.576	3109.922	328.822	3400.977	1230.847	4086.368	112.868
