frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)
1254	6.290249	8	470.148	354.880	1195.419	257.906	1680.670	527.797	2603.348	304.298	3117.946	876.265	3766.267	536.766	4425.411	378.053	5103.500	723.562
1255	6.295249	8	431.382	338.745	1152.954	390.015	1737.495	419.128	2591.125	319.437	3324.471	757.907	3812.698	1095.418	4258.059	414.277	4984.313	498.589
1256	6.300249	8	319.313	773.796	1002.430	212.173	1795.593	323.383	2555.210	472.542	3385.545	715.162	3520.610	1160.282	4321.791	311.835	4926.252	514.967
1257	6.305249	8	625.233	495.559	931.243	261.964	1902.351	240.441	2559.440	502.674	3494.766	1353.643	3509.927	346.151	4456.685	272.726	5237.538	942.761
1258	6.310249	7	621.734	791.827	882.874	114.648	1883.977	333.612	2552.049	383.209	3465.249	176.199	3957.234	521.096	4530.330	335.618	--undefined--	--undefined--
1259	6.315249	7	488.551	1354.324	894.560	54.796	1747.025	608.001	2617.528	194.063	3443.544	96.631	3992.423	266.168	4517.441	494.952	--undefined--	--undefined--
1260	6.320249	7	527.411	1263.855	891.882	83.926	1661.693	447.498	2598.335	96.956	3412.112	101.000	4043.982	512.678	4282.065	506.545	--undefined--	--undefined--
1261	6.325249	7	738.830	516.252	957.785	447.408	1652.530	623.833	2570.726	79.166	3375.148	73.821	3962.977	272.352	4423.893	239.044	--undefined--	--undefined--
1262	6.330249	7	599.333	229.902	1106.415	128.650	1929.000	691.779	2587.320	66.842	3395.149	69.423	3939.706	245.564	4422.134	189.214	--undefined--	--undefined--
1263	6.335249	7	555.240	262.587	1126.922	167.379	1964.821	914.595	2579.414	75.194	3387.588	135.525	3937.159	265.388	4397.078	299.582	--undefined--	--undefined--
1264	6.340249	7	553.433	463.501	1245.762	247.091	1848.348	2100.022	2579.693	105.941	3315.111	252.974	4019.772	146.446	4440.522	576.129	--undefined--	--undefined--
1265	6.345249	7	712.970	419.097	1295.836	247.575	2344.392	2465.950	2558.924	103.533	3305.972	136.853	4030.403	127.002	4487.536	291.408	--undefined--	--undefined--
1266	6.350249	7	836.280	323.737	1245.558	453.604	2541.528	190.797	2560.511	1634.216	3340.778	130.811	4005.390	357.172	4503.021	201.061	--undefined--	--undefined--
1267	6.355249	7	844.206	260.955	1066.320	646.787	2306.903	598.584	2674.336	354.561	3382.709	121.201	4056.645	233.514	4572.233	248.418	--undefined--	--undefined--
1268	6.360249	7	799.919	181.970	1169.571	613.695	2376.956	548.099	2658.648	334.463	3377.582	109.346	4053.837	62.266	4591.756	368.927	--undefined--	--undefined--
1269	6.365249	7	670.619	559.448	1043.485	380.628	2300.649	955.616	2589.201	154.582	3334.990	86.490	4044.892	33.660	4674.059	427.001	--undefined--	--undefined--
1270	6.370249	7	579.705	363.193	1059.149	185.617	2335.607	1032.004	2573.126	207.216	3316.959	119.426	4039.034	92.775	4844.526	1234.536	--undefined--	--undefined--
1271	6.375249	7	545.852	247.512	1050.429	155.576	2512.983	192.650	2775.369	1187.812	3339.998	235.926	4007.669	181.077	5130.468	1885.650	--undefined--	--undefined--
1272	6.380249	7	548.502	155.171	1055.771	103.798	2502.143	150.622	2835.111	1001.064	3343.798	209.368	4019.975	156.553	4725.448	1494.827	--undefined--	--undefined--
1273	6.385249	8	539.917	133.360	828.788	2604.752	1053.886	93.080	2476.786	153.977	2851.290	652.496	3354.695	172.391	4011.560	228.541	4567.918	741.776
1274	6.390249	8	538.464	104.597	915.835	2277.516	1053.319	72.349	2469.960	135.743	2837.738	517.839	3364.802	144.589	3990.700	206.123	4533.189	627.225
1275	6.395249	8	538.422	100.216	869.124	2444.314	1052.236	69.923	2456.386	161.495	2813.105	425.288	3379.825	135.828	3990.657	157.832	4514.418	850.903
1276	6.400249	8	539.851	92.435	717.252	2590.867	1055.262	69.211	2464.693	142.091	2805.287	419.266	3375.856	130.875	4001.824	159.930	4504.127	824.721
1277	6.405249	8	539.360	88.640	788.727	2367.232	1051.807	87.450	2456.006	112.495	2825.337	347.542	3378.945	128.901	4009.023	183.418	4493.801	722.033
1278	6.410249	8	536.122	93.136	856.982	1978.961	1053.742	103.710	2449.868	121.725	2827.646	295.106	3384.896	118.841	3991.441	241.847	4468.039	602.561
1279	6.415249	8	536.303	82.346	832.598	1900.702	1056.722	94.938	2446.215	113.540	2827.313	261.971	3383.420	99.011	3965.615	326.298	4442.585	487.551
1280	6.420249	8	529.459	95.601	839.009	1466.481	1068.672	134.152	2435.124	87.403	2831.273	212.195	3376.034	94.474	3945.060	249.098	4416.069	381.483
1281	6.425249	8	529.532	84.594	813.261	1753.454	1059.304	124.120	2440.051	84.137	2839.163	223.799	3379.787	104.462	3982.664	239.535	4434.108	559.521
1282	6.430249	8	524.451	94.253	852.311	1987.213	1047.240	116.210	2444.627	92.658	2842.283	248.847	3369.778	137.071	4005.641	263.892	4430.919	672.282
1283	6.435249	8	524.276	90.313	803.157	2074.964	1047.092	95.126	2449.598	88.434	2846.403	269.432	3370.106	131.732	4014.938	307.685	4352.312	576.859
1284	6.440249	8	521.388	91.333	834.249	2101.439	1042.606	92.153	2448.879	87.498	2850.362	265.311	3370.493	121.442	4015.637	384.330	4330.641	486.036
1285	6.445249	8	515.759	95.468	753.622	2398.050	1042.973	92.092	2445.653	97.335	2828.723	283.982	3358.029	137.715	4035.465	499.383	4345.080	535.400
1286	6.450249	8	511.573	93.812	780.349	2465.692	1038.352	93.379	2446.079	87.507	2831.586	283.878	3354.402	156.550	4005.751	676.023	4325.810	406.568
1287	6.455249	8	504.495	112.727	810.645	2497.616	1037.580	90.020	2451.892	110.237	2853.584	320.443	3375.259	166.515	4070.378	701.407	4236.321	476.156
1288	6.460249	8	328.760	3272.669	505.690	105.586	1036.759	69.852	2445.275	110.916	2866.798	306.320	3394.528	151.076	4175.725	363.457	4200.303	1151.631
1289	6.465249	7	506.237	101.141	1033.575	70.396	2430.392	119.323	2863.347	290.507	3400.662	147.536	3959.217	1737.956	4238.788	242.185	--undefined--	--undefined--
1290	6.470249	7	507.999	90.828	1033.610	59.562	2428.829	111.773	2872.146	301.748	3413.329	142.593	3497.957	2226.574	4234.242	180.119	--undefined--	--undefined--
1291	6.475249	7	501.709	94.482	1030.560	61.056	2425.139	102.328	2869.515	273.691	3409.916	151.141	3648.252	1669.160	4242.869	158.214	--undefined--	--undefined--
1292	6.480249	7	499.763	92.993	1029.997	53.819	2419.526	103.979	2871.868	289.401	3379.281	1655.630	3405.149	150.601	4223.209	173.530	--undefined--	--undefined--
1293	6.485249	7	499.870	81.571	1027.947	47.516	2414.105	99.323	2895.096	275.073	3049.516	1629.390	3413.438	118.440	4213.839	140.418	--undefined--	--undefined--
1294	6.490249	7	495.256	88.662	1028.217	49.091	2408.205	103.961	2893.657	300.370	2944.666	1629.086	3417.097	123.833	4201.969	96.681	--undefined--	--undefined--
1295	6.495249	7	496.197	77.187	1027.103	40.889	2409.669	98.265	2881.177	1385.160	2906.991	307.083	3424.769	120.319	4197.645	82.663	--undefined--	--undefined--
1296	6.500249	7	493.108	80.636	1025.233	41.193	2404.012	113.454	2826.052	1117.809	2926.387	319.357	3428.730	123.547	4187.071	79.767	--undefined--	--undefined--
1297	6.505249	7	490.255	76.883	1026.250	37.030	2409.845	102.471	2798.577	1346.138	2930.783	290.155	3426.723	112.066	4172.793	69.934	--undefined--	--undefined--
1298	6.510249	7	483.547	83.041	1023.970	38.074	2402.570	119.905	2808.541	1590.444	2923.588	275.175	3421.588	110.475	4165.691	60.399	--undefined--	--undefined--
1299	6.515249	7	480.132	80.656	1020.357	37.611	2398.310	121.762	2705.725	1381.135	2944.530	261.662	3422.647	105.446	4152.523	65.319	--undefined--	--undefined--
1300	6.520249	7	477.798	68.577	1017.009	37.161	2397.627	90.073	2695.797	1569.875	2941.524	219.830	3415.377	95.193	4133.541	64.860	--undefined--	--undefined--
1301	6.525249	7	468.682	71.168	1017.549	45.568	2391.194	77.417	2753.058	2205.848	2923.671	213.346	3403.182	116.153	4120.646	74.460	--undefined--	--undefined--
1302	6.530249	7	467.274	61.164	1013.757	42.953	2390.739	66.934	2789.364	2347.507	2922.565	203.746	3401.010	118.172	4108.740	56.665	--undefined--	--undefined--
1303	6.535249	7	459.953	63.520	1012.266	51.920	2380.114	76.413	2915.256	213.710	2959.030	2782.338	3390.450	143.591	4101.875	50.144	--undefined--	--undefined--
1304	6.540249	7	457.825	55.940	1010.723	55.828	2382.255	63.619	2916.980	207.979	2959.204	3434.835	3389.266	122.323	4092.622	47.837	--undefined--	--undefined--
1305	6.545249	7	455.651	50.623	1009.526	73.637	2380.183	62.239	2742.043	2790.445	2923.794	238.503	3393.831	111.160	4086.397	56.391	--undefined--	--undefined--
1306	6.550249	7	449.922	48.713	1004.776	92.315	2374.244	60.229	2778.623	3422.371	2932.833	257.481	3395.998	132.435	4069.209	61.189	--undefined--	--undefined--
1307	6.555249	7	447.329	42.967	996.048	95.921	2368.994	56.912	2866.962	3595.761	2936.874	246.472	3400.762	138.271	4059.107	55.984	--undefined--	--undefined--
1308	6.560249	7	442.956	44.471	992.260	120.482	2367.268	60.036	2933.941	227.082	3399.349	143.145	3946.916	7518.914	4046.870	80.065	--undefined--	--undefined--
1309	6.565249	6	442.168	39.150	986.985	123.424	2362.832	54.170	2935.782	193.396	3396.478	125.035	4059.677	75.139	--undefined--	--undefined--	--undefined--	--undefined--
1310	6.570249	6	437.002	42.669	983.071	159.968	2356.996	61.041	2932.223	195.717	3373.703	164.180	4082.972	81.374	--undefined--	--undefined--	--undefined--	--undefined--
1311	6.575249	6	437.249	41.947	980.130	157.756	2355.949	59.252	2946.335	175.082	3381.592	159.418	4088.346	89.583	--undefined--	--undefined--	--undefined--	--undefined--
1312	6.580249	7	433.841	44.037	970.430	147.690	2223.215	3950.895	2352.790	71.144	2964.467	161.756	3397.090	134.847	4117.778	158.733	--undefined--	--undefined--
1313	6.585249	7	432.670	48.000	971.039	142.063	2346.017	60.283	2947.102	151.848	3367.081	138.461	4128.936	467.546	4947.313	1801.163	--undefined--	--undefined--
1314	6.590249	7	426.795	50.420	970.633	146.320	2339.818	57.846	2950.200	153.398	3369.292	148.114	4046.457	763.091	4706.114	1159.700	--undefined--	--undefined--
1315	6.595249	7	426.359	61.793	982.928	149.078	2337.292	82.825	2726.556	3932.124	2968.286	214.902	3403.970	151.687	4142.198	445.009	--undefined--	--undefined--
1316	6.600249	7	421.959	60.026	996.073	112.231	2330.323	74.603	2964.275	215.907	3395.724	156.493	3557.303	5810.801	4113.826	468.277	--undefined--	--undefined--
1317	6.605249	6	420.768	67.278	1018.249	95.642	2323.894	90.144	2969.536	227.932	3380.006	204.153	4013.188	566.143	--undefined--	--undefined--	--undefined--	--undefined--
1318	6.610249	7	415.081	69.914	1037.211	76.883	2314.425	96.752	2981.835	233.592	3374.583	209.864	3910.188	574.031	5276.491	1663.614	--undefined--	--undefined--
1319	6.615249	7	405.487	82.556	1062.723	70.169	2306.555	98.598	2977.453	217.424	3355.536	202.177	3782.073	465.934	4867.696	758.101	--undefined--	--undefined--
1320	6.620249	7	395.560	93.786	1096.137	102.827	2295.976	103.789	2965.390	216.281	3322.332	227.556	3744.746	567.672	4832.015	578.474	--undefined--	--undefined--
1321	6.625249	7	391.077	88.830	1144.653	152.698	2284.798	121.860	2926.682	248.247	3267.863	229.660	3673.597	1016.526	4846.035	677.072	--undefined--	--undefined--
1322	6.630249	7	378.922	100.780	1182.411	119.546	2230.879	218.763	2696.300	265.417	3135.385	388.571	3437.516	637.590	4878.290	734.486	--undefined--	--undefined--
1323	6.635249	7	363.133	97.716	1195.571	86.167	2189.964	245.640	2662.690	224.868	2977.629	527.434	3467.106	522.507	4738.890	738.964	--undefined--	--undefined--
1324	6.640249	7	297.759	103.832	1232.904	244.260	1830.517	2948.042	2112.070	649.107	2686.311	228.256	3327.047	660.354	4481.931	662.130	--undefined--	--undefined--
1325	6.645249	8	238.054	38.251	1164.059	412.419	1695.902	329.207	1814.724	1634.648	2634.224	291.321	3474.509	243.383	4229.901	331.975	5017.713	405.050
1326	6.650249	7	233.115	44.200	1282.849	406.313	1744.135	662.630	2491.720	448.938	3382.309	261.982	4109.569	296.392	4942.087	480.159	--undefined--	--undefined--
1327	6.655249	7	241.824	57.855	1256.489	167.560	2423.022	199.151	3085.271	1349.901	3318.477	487.121	4242.662	313.074	5026.008	414.736	--undefined--	--undefined--
1328	6.660249	7	240.219	78.112	1311.282	394.124	2437.757	187.194	2700.788	1474.457	3424.512	270.362	4410.322	271.166	5080.271	587.431	--undefined--	--undefined--
1329	6.665249	8	220.278	45.503	1127.878	1530.059	1289.277	846.056	2397.296	369.507	2650.491	1448.792	3480.215	262.973	4404.670	211.862	5092.506	538.081
1330	6.670249	8	204.215	40.878	1116.214	387.822	1883.842	4736.489	1946.739	453.812	2755.009	633.141	3516.397	310.070	4367.823	213.884	5098.452	585.686
1331	6.675249	8	225.421	60.744	1128.546	549.418	1814.720	1501.864	2249.847	656.247	2882.580	298.073	3516.907	513.883	4298.628	322.837	5020.906	412.328
1332	6.680249	7	298.417	309.382	1464.043	646.359	2270.328	1316.398	2363.382	660.015	2936.991	253.773	3662.987	637.494	4513.170	652.080	--undefined--	--undefined--
1333	6.685249	7	595.206	396.933	1597.389	404.047	2276.524	428.313	2916.314	294.186	3021.203	880.197	3758.738	376.114	4636.502	297.649	--undefined--	--undefined--
1334	6.690249	7	574.694	332.121	1598.006	352.545	2245.965	439.662	2873.615	337.138	3277.558	634.325	3779.811	343.398	4670.689	169.728	--undefined--	--undefined--
1335	6.695249	7	511.396	296.060	1565.246	367.547	2216.294	763.878	2691.582	540.850	3359.257	141.080	3841.259	387.709	4671.705	181.238	--undefined--	--undefined--
1336	6.700249	7	420.899	446.068	1585.234	203.879	2509.271	109.828	3379.303	45.810	3585.554	474.252	4151.999	601.663	4733.072	258.838	--undefined--	--undefined--
1337	6.705249	7	329.032	280.135	1529.896	200.226	2521.731	54.156	3387.770	35.543	3503.173	356.131	4225.543	482.933	4741.570	283.838	--undefined--	--undefined--
1338	6.710249	7	433.534	551.969	1498.035	258.658	2530.650	103.839	3359.481	29.034	3499.337	283.006	4253.044	370.397	4716.832	231.193	--undefined--	--undefined--
1339	6.715249	7	501.163	931.354	1542.024	163.086	2553.270	205.172	3357.707	22.743	3629.943	443.566	4203.645	416.428	4772.663	335.729	--undefined--	--undefined--
1340	6.720249	7	398.794	816.400	1590.624	149.649	2594.895	190.605	3372.627	45.533	3926.602	199.384	4400.861	650.471	5004.468	422.537	--undefined--	--undefined--
1341	6.725249	8	431.396	387.752	1591.686	126.491	2085.373	2059.983	2653.433	213.546	3408.267	208.484	3917.624	188.562	4369.164	403.357	5050.631	294.541
1342	6.730249	8	425.070	227.093	1572.525	109.549	2255.527	1362.696	2614.831	222.914	3448.682	116.916	3900.968	358.712	4431.963	441.923	4974.086	280.850
1343	6.735249	8	440.141	367.865	1520.257	92.189	2086.549	1630.420	2561.246	84.787	3451.713	79.706	3923.674	609.288	4444.894	535.512	4941.836	299.075
1344	6.740249	8	512.705	309.963	1474.573	80.879	2073.439	1539.853	2549.447	54.464	3445.654	58.255	3897.673	478.918	4611.837	447.312	5003.862	707.581
1345	6.745249	8	487.264	303.010	1486.013	138.274	1970.995	1231.893	2557.424	90.794	3431.319	59.009	3820.309	309.503	4498.288	326.928	5082.863	509.811
1346	6.750249	8	490.170	294.201	1560.043	119.197	1725.628	2009.427	2577.139	114.343	3420.911	75.319	3860.348	352.783	4436.959	481.614	5085.986	493.748
1347	6.755249	7	566.548	317.832	1576.933	51.681	2578.087	90.780	3415.716	185.465	3897.309	1038.423	4180.533	430.594	4959.295	427.326	--undefined--	--undefined--
1348	6.760249	7	596.866	363.202	1589.216	66.080	2564.937	114.906	3405.756	155.466	3792.658	819.660	4262.223	372.249	4907.246	369.895	--undefined--	--undefined--
1349	6.765249	8	476.926	329.101	1556.717	144.943	1617.375	2059.768	2601.605	125.167	3395.333	87.809	3822.840	685.607	4439.291	410.482	5005.464	577.847
1350	6.770249	8	527.615	171.665	1519.803	287.909	1814.445	804.171	2622.419	127.090	3367.478	61.274	3945.021	493.161	4462.869	551.559	5083.488	570.646
1351	6.775249	8	508.949	156.442	1451.753	334.985	1830.077	668.238	2657.502	138.543	3366.514	66.014	3989.907	318.580	4418.792	767.997	5102.719	678.609
1352	6.780249	8	451.581	317.182	1453.133	261.598	1681.567	788.033	2683.253	103.254	3361.399	70.910	3941.041	234.589	4582.582	506.924	5196.079	1209.704
1353	6.785249	7	567.363	417.897	1462.519	1531.409	1531.065	226.713	2666.263	86.586	3404.030	119.451	3997.417	262.706	4643.955	293.712	--undefined--	--undefined--
1354	6.790249	7	610.765	171.696	1486.017	290.729	1943.271	1253.046	2661.727	72.512	3461.197	92.564	4077.312	171.498	4754.503	342.178	--undefined--	--undefined--
1355	6.795249	7	586.092	206.587	1515.983	184.546	2063.515	1036.419	2683.830	90.650	3458.247	59.047	4121.551	164.121	4968.835	372.671	--undefined--	--undefined--
1356	6.800249	7	568.981	575.190	1527.425	194.887	1974.079	1104.061	2709.589	225.388	3446.329	73.041	4169.753	201.146	4953.193	455.971	--undefined--	--undefined--
1357	6.805249	7	837.440	802.186	1598.239	281.135	2649.152	1765.294	2696.010	764.730	3432.002	164.297	4224.668	292.292	4919.645	332.724	--undefined--	--undefined--
1358	6.810249	7	871.086	422.575	1586.586	318.934	2735.389	558.829	2980.124	1481.890	3464.017	263.018	4240.442	392.642	4907.255	260.290	--undefined--	--undefined--
1359	6.815249	7	884.908	282.195	1640.982	465.462	1986.303	2119.045	2776.273	455.415	3502.286	175.213	4148.061	554.800	4870.037	321.539	--undefined--	--undefined--
1360	6.820249	7	881.067	263.325	1633.968	896.646	1921.122	826.116	2806.838	507.953	3478.179	161.847	4091.244	436.039	4758.279	335.326	--undefined--	--undefined--
1361	6.825249	7	845.309	392.854	1615.835	1877.711	1903.082	456.877	2765.950	546.488	3418.239	340.364	4110.517	452.592	4772.775	488.753	--undefined--	--undefined--
1362	6.830249	8	407.850	483.262	1059.879	559.788	1889.968	278.355	2688.740	486.592	3330.015	375.820	4112.947	679.376	4550.397	1101.171	5406.645	1938.209
1363	6.835249	8	601.150	674.438	943.214	899.963	1686.639	385.498	2500.174	460.050	3202.982	677.558	3681.154	627.689	4387.147	526.999	5052.083	796.865
1364	6.840249	7	824.753	398.410	1647.175	384.031	2390.908	538.973	2958.596	607.640	3681.179	223.944	4472.385	326.444	4955.725	645.775	--undefined--	--undefined--
1365	6.845249	7	869.769	425.035	1630.495	331.259	2426.282	616.916	3002.697	533.391	3655.003	361.788	4353.878	328.065	4932.097	360.683	--undefined--	--undefined--
1366	6.850249	7	933.563	467.023	1624.203	286.208	2547.483	369.715	3217.846	1230.763	3473.043	480.122	4246.806	288.575	4949.953	414.949	--undefined--	--undefined--
1367	6.855249	8	307.663	821.590	1133.765	476.167	1805.066	565.352	2555.340	647.458	3409.842	298.328	3581.078	2342.494	4192.008	317.581	5026.029	574.691
1368	6.860249	8	536.257	795.218	1186.916	514.774	1303.917	3488.273	2024.810	305.670	3071.007	761.111	3482.978	316.486	4188.843	389.793	5101.946	284.251
1369	6.865249	8	536.151	323.244	1235.236	281.524	2004.954	231.892	2109.275	4010.819	2916.266	489.950	3549.405	267.165	4222.098	366.051	5094.141	305.727
1370	6.870249	8	605.380	403.922	1207.076	274.344	1964.653	419.703	2579.678	5269.577	2789.012	308.230	3554.661	346.143	4292.521	312.983	5017.592	439.133
1371	6.875249	7	935.052	807.474	1201.303	473.816	2043.233	714.751	2734.843	430.409	3532.615	541.315	4105.016	558.636	4759.558	484.908	--undefined--	--undefined--
1372	6.880249	7	870.205	1488.335	1209.628	370.876	2077.667	407.337	2816.807	585.564	3611.197	850.785	3964.697	469.873	4802.332	400.420	--undefined--	--undefined--
1373	6.885249	7	291.286	927.563	1237.581	314.243	2065.295	462.562	2692.680	557.743	3408.384	729.154	4012.559	434.738	4820.995	480.688	--undefined--	--undefined--
