frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)	F9(Hz)	B9(Hz)	F10(Hz)	B10(Hz)	F11(Hz)	B11(Hz)	F12(Hz)	B12(Hz)
1380	6.920249	11	434.912	353.300	871.508	236.529	1470.358	343.574	1930.619	203.160	2266.697	505.524	2859.609	303.053	3155.155	886.781	3565.554	158.567	4263.291	161.563	4606.861	1141.611	4808.488	121.188	--undefined--	--undefined--
1381	6.925249	11	469.685	268.156	871.167	336.564	1491.555	430.314	1922.177	860.210	1977.459	277.101	2667.163	486.431	3088.219	246.258	3577.672	136.604	4200.315	230.743	4478.677	344.098	4845.248	175.953	--undefined--	--undefined--
1382	6.930249	11	454.448	288.764	832.158	331.900	1372.310	230.079	1902.647	170.075	2295.327	470.094	2766.070	594.887	3128.707	397.550	3508.364	223.929	4149.971	203.599	4528.254	189.383	4881.627	274.940	--undefined--	--undefined--
1383	6.935249	11	263.618	326.461	751.996	178.681	1263.738	121.976	1894.650	153.200	2454.483	491.223	2458.068	1604.077	2931.957	313.755	3413.857	198.522	4157.785	378.461	4478.300	222.076	4856.847	307.826	--undefined--	--undefined--
1384	6.940249	12	318.662	162.014	746.030	140.657	1248.796	149.508	1645.954	585.375	1970.248	223.314	2587.546	203.544	2920.416	177.701	3480.894	118.160	3996.870	393.068	4431.818	200.704	4759.977	296.684	5271.376	501.231
1385	6.945249	12	332.927	203.571	691.142	246.329	1345.988	181.699	1628.492	383.241	2031.734	207.914	2626.279	278.778	2974.500	314.254	3515.797	110.525	4044.708	312.847	4570.531	159.424	4578.586	1265.515	5110.955	226.033
1386	6.950249	12	296.866	258.920	613.288	281.285	1364.498	111.919	1647.041	308.202	2080.156	221.198	2625.868	238.450	3093.620	322.376	3509.735	229.802	3957.681	649.512	4275.782	502.547	4607.667	298.367	5093.153	162.361
1387	6.955249	12	309.640	375.874	667.465	411.747	1372.707	202.222	1593.096	526.514	2124.840	517.254	2600.493	521.686	2886.993	648.258	3393.256	354.508	3738.576	350.494	4269.900	233.909	4662.678	449.140	5119.726	159.285
1388	6.960249	11	510.750	347.164	1095.553	545.236	1520.622	319.320	1904.794	1141.696	2129.868	509.727	2767.218	287.547	3367.345	451.319	3629.292	369.456	4171.897	445.479	4539.970	422.207	5092.162	156.462	--undefined--	--undefined--
1389	6.965249	11	520.371	169.040	1154.195	217.794	1554.013	251.904	2064.246	322.149	2490.386	871.258	2915.910	269.191	3495.069	331.107	3792.052	1495.483	4082.375	489.042	4540.827	514.730	5031.150	129.359	--undefined--	--undefined--
1390	6.970249	11	509.674	140.641	1107.979	271.843	1562.759	178.969	2089.697	277.234	2573.855	459.315	2617.217	3082.151	3005.557	280.235	3515.369	172.499	3976.840	225.093	4507.293	245.226	4991.843	132.330	--undefined--	--undefined--
1391	6.975249	11	215.313	1253.677	534.931	344.394	1186.586	621.914	1585.055	252.306	2135.449	288.589	2723.313	319.795	3095.785	766.293	3466.942	163.633	3992.613	152.551	4542.194	222.789	4991.780	273.219	--undefined--	--undefined--
1392	6.980249	12	336.221	208.980	681.670	204.416	1230.017	215.726	1638.339	270.798	2090.925	332.647	2551.857	796.093	2812.454	139.656	3400.298	121.842	3963.335	209.697	4227.154	436.649	4674.180	156.826	5175.507	174.796
1393	6.985249	12	253.541	470.679	631.776	215.921	1194.671	193.978	1690.903	328.640	2138.989	431.538	2471.900	1525.960	2839.501	94.293	3398.112	281.054	3888.301	530.097	4177.750	361.349	4648.972	161.622	5188.152	174.780
1394	6.990249	11	579.716	229.692	1107.788	246.592	1590.024	240.937	2120.201	247.572	2593.640	1377.982	2861.839	189.824	3380.915	338.179	3782.725	294.634	4408.643	536.297	4601.151	234.587	5194.231	150.158	--undefined--	--undefined--
1395	6.995249	11	496.417	246.016	1011.018	146.660	1511.563	158.352	2048.540	483.667	2313.369	453.615	2930.287	358.603	3413.449	197.406	3587.450	3087.882	3855.137	290.168	4519.652	149.900	5052.884	267.829	--undefined--	--undefined--
1396	7.000249	11	484.832	311.738	1001.536	108.088	1503.417	175.621	1980.075	390.861	2356.259	322.323	2966.282	287.361	3036.237	2213.245	3393.592	177.368	3977.196	159.244	4530.444	150.951	5016.922	226.140	--undefined--	--undefined--
1397	7.005249	11	541.622	329.036	958.212	178.559	1507.486	185.138	1939.145	360.332	2385.852	675.429	2778.760	389.489	3144.232	200.464	3922.013	277.330	3989.700	1076.256	4489.320	266.995	4955.947	270.038	--undefined--	--undefined--
1398	7.010249	12	317.937	199.068	816.858	205.690	1439.876	253.116	1675.942	864.753	1963.520	312.918	2683.563	204.709	3126.884	152.683	3521.241	1634.737	3859.670	259.210	4356.844	345.840	4812.607	383.196	5091.095	678.895
1399	7.015249	12	286.291	147.665	779.192	228.485	1319.063	266.462	1713.785	348.718	2032.830	315.038	2683.276	171.482	3136.016	589.489	3235.025	359.857	3920.059	228.934	4329.890	432.993	4691.494	250.705	5150.587	332.496
1400	7.020249	12	308.350	240.251	825.820	347.157	1228.019	432.926	1664.171	386.711	2036.585	517.875	2533.441	340.904	2854.967	478.595	3316.329	196.743	3890.144	167.612	4304.763	525.217	4613.113	162.737	5176.825	132.189
1401	7.025249	12	351.675	199.141	911.184	156.434	1337.631	225.205	1886.572	262.872	2024.039	2943.647	2471.840	261.071	2796.246	813.993	3345.397	237.805	3878.133	228.053	4259.316	990.706	4597.972	133.729	5174.565	213.802
1402	7.030249	11	348.537	193.665	928.843	145.072	1293.872	136.026	1844.833	222.945	2357.644	328.004	2758.244	336.933	3293.784	483.261	3618.725	339.436	3987.567	434.573	4577.676	163.752	5027.521	308.978	--undefined--	--undefined--
1403	7.035249	11	380.653	233.441	966.681	289.965	1278.542	409.979	1656.758	565.616	2203.641	275.920	2748.653	447.896	3085.810	340.923	3606.721	200.675	4098.488	350.026	4456.576	284.922	4968.114	141.771	--undefined--	--undefined--
1404	7.040249	11	433.936	255.008	964.219	765.190	1136.564	437.170	1530.225	305.388	2174.041	142.078	2744.823	247.795	3183.272	257.273	3659.106	305.018	4116.205	333.421	4400.285	320.804	4945.187	127.452	--undefined--	--undefined--
1405	7.045249	11	459.339	236.477	1091.136	334.283	1398.790	380.805	1486.834	928.215	2176.408	202.592	2772.206	184.004	3190.855	183.835	3736.902	210.610	4258.868	348.408	4451.835	609.708	4905.916	253.273	--undefined--	--undefined--
1406	7.050249	11	458.953	211.418	1140.743	344.133	1261.551	379.871	1801.835	545.739	2215.227	368.529	2806.087	225.029	3155.272	281.866	3722.172	157.861	4229.679	525.258	4539.114	268.769	5072.883	338.097	--undefined--	--undefined--
1407	7.055249	11	505.217	271.330	1044.981	342.753	1399.448	580.080	1745.194	287.774	2240.643	399.850	2753.273	350.635	3086.396	351.291	3664.243	147.590	4112.168	593.904	4562.693	157.014	5085.018	278.213	--undefined--	--undefined--
1408	7.060249	11	531.711	266.913	995.140	171.188	1517.238	232.394	1907.765	301.405	2448.146	475.467	2728.527	731.897	3097.051	428.968	3639.528	289.790	4075.648	602.866	4539.626	207.819	4962.103	222.872	--undefined--	--undefined--
1409	7.065249	11	387.573	423.463	946.328	126.147	1404.745	188.926	1996.330	176.228	2408.966	665.503	2732.522	243.492	3280.176	341.796	3699.740	383.014	4101.926	491.372	4511.148	237.577	4900.524	196.788	--undefined--	--undefined--
1410	7.070249	11	223.854	343.140	882.579	193.384	1382.355	431.956	1914.051	510.864	2086.078	552.499	2730.887	140.617	3300.230	261.319	3716.628	377.943	4200.331	349.215	4706.719	301.304	4895.755	993.772	--undefined--	--undefined--
1411	7.075249	12	252.069	288.369	751.720	873.842	1070.472	241.205	1649.854	333.534	1933.980	236.873	2643.921	306.289	3026.135	435.372	3461.498	264.784	3804.266	372.357	4369.426	392.676	4759.960	192.472	5420.455	608.400
1412	7.080249	11	281.927	257.204	1041.564	387.361	1391.032	642.149	1651.012	868.693	1959.279	313.197	2700.391	234.641	3201.615	341.650	3531.578	269.999	4104.574	394.870	4556.860	512.455	4859.735	303.713	--undefined--	--undefined--
1413	7.085249	11	323.876	425.324	946.986	248.772	1377.040	185.578	1765.481	439.294	2256.605	277.801	2748.790	118.132	3206.978	326.898	3549.782	242.156	4133.821	96.766	4633.384	231.466	4930.489	355.494	--undefined--	--undefined--
1414	7.090249	11	325.776	308.401	964.636	350.485	1390.011	207.686	1845.007	1048.980	2176.644	409.439	2748.507	208.891	3096.020	821.862	3527.670	240.877	4130.441	197.494	4656.414	395.376	4796.431	345.935	--undefined--	--undefined--
1415	7.095249	12	333.787	245.923	666.341	682.922	1233.366	574.965	1434.505	293.996	2118.814	213.032	2588.652	708.498	2833.061	299.950	3457.581	243.983	3882.757	656.237	4343.526	284.983	4835.897	171.533	5288.429	719.757
1416	7.100249	12	234.157	797.279	551.639	354.765	1353.062	225.758	1380.987	1073.391	2029.131	387.549	2341.710	381.481	2864.627	152.253	3453.054	182.482	3813.424	583.522	4357.675	173.802	4809.906	227.497	5150.556	335.461
1417	7.105249	11	600.928	274.128	1332.584	245.403	1510.811	993.406	1916.069	244.832	2478.429	243.256	2871.877	201.837	3502.575	178.910	3889.849	372.557	4377.292	246.604	4737.686	365.861	5153.242	282.497	--undefined--	--undefined--
1418	7.110249	12	237.107	557.240	613.711	804.858	1132.633	403.105	1729.130	292.540	2007.986	697.545	2518.749	339.459	2954.493	416.127	3510.839	288.922	3950.237	319.569	4474.104	1737.594	4554.944	269.926	5130.104	366.481
1419	7.115249	11	496.969	645.235	940.277	1434.003	1185.305	248.580	1757.733	171.660	2239.991	341.987	2780.757	259.168	3265.212	569.554	3479.254	402.444	4013.685	212.039	4565.095	193.458	5079.111	369.717	--undefined--	--undefined--
1420	7.120249	11	489.756	375.853	1211.722	238.992	1287.410	920.956	1862.367	271.816	2285.266	417.096	2776.375	438.640	3232.239	557.712	3729.335	308.801	4004.995	658.119	4459.861	311.797	4980.466	200.932	--undefined--	--undefined--
1421	7.125249	11	445.713	233.522	722.134	1018.712	1282.285	305.084	1374.073	792.442	2031.573	221.165	2449.202	226.458	2969.491	250.262	3632.433	167.607	3943.076	347.249	4395.485	348.782	4929.450	192.317	--undefined--	--undefined--
1422	7.130249	11	487.666	173.681	936.363	334.955	1395.102	179.826	1938.373	189.998	2408.324	195.427	2877.777	506.583	3387.034	413.892	3639.926	589.114	4072.685	207.654	4603.985	536.548	4928.519	355.370	--undefined--	--undefined--
1423	7.135249	11	555.995	107.636	907.884	175.374	1403.839	180.443	1910.632	184.377	2439.896	180.684	2905.219	306.047	3327.520	88.146	4008.965	606.787	4045.020	118.804	4780.488	566.746	4851.129	601.494	--undefined--	--undefined--
1424	7.140249	11	607.288	222.067	1009.291	245.818	1617.880	221.828	2037.556	581.631	2585.799	253.435	3123.594	768.929	3308.997	120.219	3996.708	129.985	4212.084	458.251	4709.043	365.338	5233.732	288.575	--undefined--	--undefined--
1425	7.145249	12	301.123	224.647	805.511	261.941	1073.163	213.541	1640.615	126.577	2138.586	437.163	2558.296	121.515	3254.344	158.383	3543.622	707.057	3898.320	363.700	4225.021	183.887	4772.939	363.799	5257.567	407.235
1426	7.150249	11	341.785	178.704	782.778	184.044	1100.635	160.278	1657.955	165.705	2175.719	402.793	2581.155	139.633	3219.207	204.877	3691.075	465.333	3991.974	547.627	4200.517	137.351	4894.127	189.934	--undefined--	--undefined--
1427	7.155249	11	381.840	149.511	767.921	162.795	1086.522	96.944	1681.161	188.555	2259.081	291.342	2599.185	229.501	3104.141	330.461	3509.518	499.935	4006.767	254.134	4193.769	140.699	4882.246	268.515	--undefined--	--undefined--
1428	7.160249	12	478.857	306.117	685.200	479.492	1083.399	108.067	1537.808	373.091	2275.571	394.278	2472.431	247.579	3011.385	360.710	3406.126	208.081	4024.444	210.380	4176.665	146.173	4801.368	314.865	5395.516	638.393
1429	7.165249	11	552.713	154.863	1121.478	104.081	1531.885	580.922	1533.418	1259.655	2391.762	153.048	2743.090	372.570	3326.395	117.423	3903.274	347.656	4127.416	129.006	4775.102	636.327	5398.564	1112.184	--undefined--	--undefined--
1430	7.170249	11	611.948	192.098	1131.568	155.977	1232.136	1321.780	1604.634	381.612	2383.748	128.157	2803.521	300.176	3301.678	120.609	3981.314	415.161	4054.162	183.968	4440.741	819.176	4946.543	441.741	--undefined--	--undefined--
1431	7.175249	11	162.963	872.130	664.986	479.367	985.577	211.902	1556.766	377.902	2416.042	103.608	2929.979	565.296	3201.722	259.571	4025.764	83.845	4252.108	380.713	4467.726	2466.473	4906.605	771.385	--undefined--	--undefined--
1432	7.180249	12	232.387	1139.370	420.322	521.537	959.873	91.193	1462.975	615.118	2304.547	1393.504	2426.266	147.587	2910.759	441.817	3268.004	305.681	4021.581	90.471	4163.281	155.114	4582.013	313.028	5225.188	297.085
1433	7.185249	11	498.963	342.166	984.726	45.813	1391.789	546.854	2411.394	593.242	2412.090	284.422	2782.837	651.983	3330.909	253.622	4000.711	98.012	4152.740	71.136	4581.732	343.705	5303.101	127.951	--undefined--	--undefined--
1434	7.190249	12	219.765	146.846	555.270	189.256	1017.861	46.402	1418.718	653.295	2210.343	524.198	2462.208	169.065	2989.309	351.938	3341.022	268.766	4041.429	109.830	4163.488	148.098	4595.716	567.187	5316.672	174.830
1435	7.195249	11	250.141	364.063	512.626	222.739	1013.769	111.982	1646.560	730.380	2402.001	206.487	2542.293	725.684	3068.932	277.267	3431.521	316.002	4095.622	134.700	4178.865	444.652	4928.926	851.373	--undefined--	--undefined--
1436	7.200249	11	406.221	1942.238	470.816	119.083	1005.120	95.262	1692.678	947.100	2408.894	150.505	2571.077	842.160	3088.901	266.768	3441.452	337.655	3923.529	710.644	4154.174	122.733	5062.266	942.552	--undefined--	--undefined--
1437	7.205249	12	114.871	1067.608	472.423	70.023	1016.506	73.606	1496.412	1357.190	2331.423	1050.617	2421.826	136.991	3079.589	301.444	3161.969	1925.005	3433.558	310.979	4119.601	80.785	4232.675	1032.346	5278.935	844.023
1438	7.210249	12	295.209	810.215	468.968	56.031	1025.981	73.540	1469.481	1151.427	2331.290	829.259	2417.300	151.189	3036.337	338.311	3225.138	1207.585	3413.023	228.407	4125.708	64.600	4443.759	1077.861	5204.587	964.743
1439	7.215249	11	465.472	47.150	548.998	1219.084	1034.161	66.089	1965.118	934.369	2405.163	123.880	2772.973	916.658	3016.386	354.445	3400.574	161.078	4116.912	48.353	4185.517	1517.080	5095.795	589.696	--undefined--	--undefined--
1440	7.220249	11	460.758	44.989	635.752	827.424	1035.412	69.024	1897.763	980.097	2394.568	119.797	2477.241	1096.681	2892.968	279.583	3381.701	147.274	3428.166	819.899	4103.862	29.716	4933.212	357.264	--undefined--	--undefined--
1441	7.225249	11	456.339	47.825	541.178	1107.726	1029.891	78.693	1550.045	3432.915	2156.607	796.842	2401.278	103.962	2860.804	216.591	3386.547	160.728	3386.574	766.972	4093.726	56.203	4990.699	587.688	--undefined--	--undefined--
1442	7.230249	12	407.727	834.372	455.983	44.529	1026.594	67.640	1048.783	1472.359	2210.009	757.255	2397.841	93.001	2869.876	184.146	3232.491	1141.039	3389.491	115.236	4072.518	34.615	4302.873	1341.364	5144.243	462.707
1443	7.235249	12	412.490	656.971	454.687	48.075	1031.000	68.216	1076.754	1227.219	2310.172	822.115	2397.219	106.938	2882.720	176.992	3044.882	1126.908	3390.566	100.085	4072.808	29.712	4179.377	721.812	5151.963	414.993
1444	7.240249	12	383.116	538.766	458.813	42.543	1028.355	60.546	1121.157	1024.517	2240.646	779.323	2399.543	89.837	2875.938	160.550	3065.168	804.348	3398.647	90.546	4064.823	40.097	4247.512	401.757	5101.748	327.652
1445	7.245249	12	388.740	557.669	458.020	42.837	1031.664	64.510	1116.217	1113.030	2293.871	846.566	2398.504	96.490	2878.996	150.175	3113.519	1058.529	3387.770	110.290	4073.658	38.149	4300.484	614.077	4996.113	259.986
1446	7.250249	12	408.619	709.783	457.988	38.931	1007.489	1610.239	1035.892	62.713	2183.220	955.848	2402.647	97.478	2883.694	151.025	3081.826	1151.928	3374.286	147.905	4075.160	34.991	4329.212	728.243	4952.667	258.626
1447	7.255249	11	457.096	38.705	460.088	694.958	1038.085	56.328	2197.120	3302.354	2271.807	1211.287	2402.032	102.524	2892.308	140.653	3363.490	171.494	3700.613	1896.044	4074.276	25.870	4922.487	504.372	--undefined--	--undefined--
1448	7.260249	11	395.305	632.964	458.716	40.028	1042.009	59.115	1091.793	1370.329	2256.417	718.483	2412.111	111.066	2887.606	153.530	3366.458	171.209	3492.787	891.561	4079.646	23.673	4810.710	742.530	--undefined--	--undefined--
1449	7.265249	12	374.131	496.344	460.573	38.726	1040.770	52.922	1158.906	1004.895	2289.278	751.220	2402.864	102.110	2892.704	165.568	3290.329	989.942	3385.140	143.094	4080.654	30.227	4320.130	699.605	5218.021	497.332
1450	7.270249	11	388.309	551.515	459.719	41.031	1044.751	51.223	1315.441	1118.250	2395.520	126.270	2516.330	704.942	2920.071	151.503	3376.102	110.488	4009.705	972.466	4088.731	30.090	5003.770	607.120	--undefined--	--undefined--
1451	7.275249	11	378.908	514.781	461.701	38.707	1045.860	44.693	1397.095	961.096	2385.364	144.126	2523.400	575.842	2923.389	140.587	3386.982	103.409	3806.580	963.870	4093.197	31.210	4832.925	494.642	--undefined--	--undefined--
1452	7.280249	11	376.622	461.133	461.902	41.025	1049.292	42.645	1362.463	906.673	2375.738	150.738	2478.242	584.515	2916.681	132.168	3395.329	110.263	3552.916	927.741	4107.955	30.310	4750.693	608.649	--undefined--	--undefined--
1453	7.285249	11	379.335	555.283	461.577	39.524	1054.846	37.884	1415.775	1144.772	2364.846	151.270	2488.734	607.678	2922.923	132.835	3390.357	113.278	3675.594	1047.709	4111.632	28.344	4853.027	585.030	--undefined--	--undefined--
1454	7.290249	11	386.482	546.070	460.519	38.367	1057.461	34.161	1472.697	980.683	2348.564	116.861	2553.344	597.645	2925.043	127.452	3380.645	125.886	3731.904	813.916	4117.510	28.177	4887.834	345.178	--undefined--	--undefined--
1455	7.295249	11	377.137	525.982	461.711	40.889	1064.598	37.349	1482.273	785.179	2334.981	95.199	2626.226	542.476	2938.540	138.945	3385.369	126.604	3750.640	819.084	4113.812	28.187	4820.707	465.570	--undefined--	--undefined--
1456	7.300249	11	369.100	472.416	461.933	38.454	1069.497	39.608	1471.091	660.330	2334.750	79.325	2647.553	538.295	2951.575	131.487	3400.245	99.687	3696.379	1137.407	4102.485	33.499	4651.158	506.906	--undefined--	--undefined--
1457	7.305249	11	375.217	513.044	460.230	40.097	1082.118	59.897	1489.846	573.777	2318.843	79.671	2651.252	406.404	2958.380	112.308	3396.674	81.528	3810.449	793.574	4079.337	51.076	4706.862	429.521	--undefined--	--undefined--
1458	7.310249	11	394.730	621.718	457.864	37.875	1130.910	73.231	1458.781	726.744	2315.706	81.558	2643.330	411.440	2963.170	110.781	3386.237	79.248	3850.518	568.526	4078.906	56.255	4778.283	382.780	--undefined--	--undefined--
1459	7.315249	11	388.111	484.122	456.803	41.887	1162.673	58.750	1449.481	853.840	2318.071	93.005	2627.788	480.732	2959.534	120.137	3391.981	101.133	3733.440	622.000	4082.620	47.364	4776.362	390.522	--undefined--	--undefined--
1460	7.320249	11	353.460	385.028	459.415	44.675	1179.028	52.174	1401.184	755.837	2313.187	115.506	2570.011	546.707	2949.636	131.592	3388.516	143.566	3611.041	586.589	4071.100	79.866	4812.815	388.578	--undefined--	--undefined--
1461	7.325249	11	347.311	327.739	457.429	43.484	1185.678	50.131	1402.472	580.399	2314.017	97.203	2570.648	511.375	2957.131	116.376	3371.546	129.180	3624.017	437.263	4076.288	141.739	4885.969	288.046	--undefined--	--undefined--
1462	7.330249	11	335.956	288.868	457.406	49.428	1184.040	86.264	1429.882	439.772	2299.112	97.386	2606.957	381.139	2978.823	118.079	3339.279	111.847	3631.713	228.045	4038.155	266.611	4886.118	156.142	--undefined--	--undefined--
1463	7.335249	11	329.481	278.347	453.148	52.241	1234.400	113.249	1381.390	577.032	2294.421	131.489	2567.915	420.039	2975.685	137.039	3332.606	212.365	3553.866	397.232	3882.458	448.212	4847.584	201.248	--undefined--	--undefined--
1464	7.340249	11	322.121	218.980	458.059	71.350	1271.358	75.427	1380.771	701.886	2268.442	197.012	2512.252	422.457	2925.005	192.441	3169.140	183.079	3532.988	212.399	3894.437	743.012	4753.796	272.513	--undefined--	--undefined--
1465	7.345249	11	357.611	428.114	433.428	71.599	1264.469	73.581	1762.362	453.168	2366.123	217.498	2448.234	1409.708	2902.539	216.527	3147.373	161.136	3571.194	209.670	4293.585	579.147	4872.172	522.200	--undefined--	--undefined--
1466	7.350249	12	245.153	380.783	454.717	144.032	1188.803	253.880	1559.196	462.783	1896.173	272.418	2442.345	190.579	2892.542	470.462	3073.325	220.466	3530.337	296.049	4100.741	408.042	4754.891	522.327	5081.918	444.860
1467	7.355249	11	224.005	52.593	541.972	309.628	1210.093	220.155	1673.680	278.550	1992.831	260.309	2490.769	95.543	2975.862	122.584	3435.129	324.358	3887.612	434.075	4468.793	442.208	4932.273	246.029	--undefined--	--undefined--
1468	7.360249	11	219.053	19.748	495.591	253.987	1240.859	62.078	1776.157	382.005	2216.771	666.542	2514.956	127.931	3017.390	203.278	3436.790	344.782	4053.917	394.805	4578.509	473.779	4967.248	462.934	--undefined--	--undefined--
1469	7.365249	11	219.381	20.666	483.957	358.772	1257.500	79.341	1891.149	768.997	2175.625	580.383	2537.976	93.732	3065.254	189.580	3513.343	157.479	4180.248	192.398	4662.907	191.169	5161.543	420.487	--undefined--	--undefined--
1470	7.370249	11	217.048	14.742	461.777	214.935	1303.490	196.836	1566.604	859.898	2101.845	447.368	2535.510	52.879	3062.688	164.271	3544.693	168.100	4157.464	314.097	4661.175	346.849	4864.969	1150.218	--undefined--	--undefined--
1471	7.375249	11	213.291	16.358	443.231	230.377	1247.103	204.200	1562.598	555.495	2110.604	440.977	2537.053	54.617	3070.975	132.205	3561.805	186.920	4087.345	316.836	4492.296	400.279	4918.110	454.750	--undefined--	--undefined--
1472	7.380249	11	213.225	17.014	463.923	227.791	1271.561	194.752	1402.935	871.795	1986.918	403.215	2543.778	39.058	3077.053	227.069	3514.014	230.135	4111.876	259.157	4681.855	403.383	4798.109	864.609	--undefined--	--undefined--
1473	7.385249	11	207.119	17.240	461.759	168.372	1269.358	158.999	1531.174	741.799	2011.904	390.684	2563.724	43.068	3141.134	369.357	3430.538	227.857	4056.104	166.570	4644.375	444.658	4826.516	406.017	--undefined--	--undefined--
1474	7.390249	11	209.239	21.731	491.421	298.332	1225.373	205.385	1768.593	1115.618	1897.289	277.299	2587.742	57.431	3091.102	389.333	3428.072	265.204	4035.405	176.656	4568.403	265.870	4976.471	227.766	--undefined--	--undefined--
1475	7.395249	11	198.633	17.790	525.687	222.076	1193.309	287.218	1640.942	622.263	1914.749	185.763	2617.734	73.839	3123.516	292.776	3514.241	395.108	4018.925	320.037	4552.518	180.724	5028.896	195.300	--undefined--	--undefined--
1476	7.400249	12	199.247	21.378	475.614	113.938	1181.860	219.165	1676.561	464.132	1925.313	201.560	2624.050	110.934	3102.316	267.390	3408.716	445.030	3920.051	372.094	4552.159	213.872	4600.398	1131.907	5118.677	369.171
1477	7.405249	12	196.905	53.737	494.870	184.886	1230.230	203.279	1784.737	294.035	2230.833	378.571	2701.628	265.087	3025.945	230.978	3344.560	273.086	3842.130	478.395	4189.949	434.898	4638.549	339.886	5152.515	249.928
1478	7.410249	12	243.070	156.668	777.136	386.155	1315.466	524.536	1755.353	391.769	2178.305	467.407	2733.076	318.982	3046.545	322.511	3366.357	300.681	3736.165	723.978	4116.990	384.709	4595.484	364.548	5144.525	205.338
1479	7.415249	12	415.533	284.766	872.233	427.880	1375.152	1351.867	1632.926	369.668	2077.672	437.877	2758.818	317.735	3215.176	618.439	3330.493	447.863	3619.754	581.502	4123.898	468.259	4680.253	365.856	5135.210	211.328
1480	7.420249	11	432.552	259.929	905.774	357.568	1580.446	252.317	2005.053	367.927	2658.459	235.836	3279.746	346.267	3398.226	1443.404	3581.990	311.187	4027.899	649.569	4699.358	208.260	5130.007	253.006	--undefined--	--undefined--
1481	7.425249	11	390.992	360.157	903.087	379.203	1557.067	181.762	1996.409	327.329	2590.591	39.610	3170.153	442.979	3483.022	134.021	3757.688	287.618	4204.296	602.988	4738.227	182.324	5036.508	422.397	--undefined--	--undefined--
1482	7.430249	11	237.619	336.126	916.196	615.310	1508.374	218.258	2172.026	486.557	2603.707	15.695	3224.956	340.846	3494.953	59.567	3789.771	142.384	4248.191	322.279	4798.522	165.243	5031.160	412.624	--undefined--	--undefined--
1483	7.435249	11	198.392	167.259	926.411	631.930	1472.042	200.504	2171.428	839.497	2602.452	21.651	3286.154	405.658	3524.679	70.183	3779.952	172.428	4306.389	261.743	4826.067	274.918	5132.502	378.172	--undefined--	--undefined--
1484	7.440249	12	168.813	131.052	879.274	356.616	1488.670	78.538	1965.587	919.806	2585.588	22.699	2873.022	1196.449	3439.378	437.412	3571.194	116.771	3815.901	402.372	4323.263	185.687	4783.501	269.141	5261.781	349.835
1485	7.445249	12	140.045	161.721	870.846	344.668	1503.540	73.071	2009.633	744.290	2462.539	1488.164	2597.304	19.297	3322.069	59.718	3593.495	116.908	3964.971	210.997	4381.752	195.032	4778.788	204.097	5391.525	540.483
1486	7.450249	10	898.705	649.338	1559.843	118.913	2055.920	622.051	2594.067	19.253	3312.542	41.549	3523.776	251.865	4051.631	179.096	4270.446	413.819	4786.486	351.647	5254.744	700.576	--undefined--	--undefined--	--undefined--	--undefined--
1487	7.455249	11	484.118	655.273	897.641	755.431	1636.455	98.257	2116.357	684.351	2597.677	33.235	3304.597	41.136	3541.124	124.953	4082.052	79.170	4278.781	244.697	4783.546	376.291	5157.837	254.339	--undefined--	--undefined--
1488	7.460249	11	474.293	215.105	972.789	416.618	1638.188	81.236	2016.843	360.509	2642.578	50.523	3281.251	114.616	3523.860	98.012	4070.959	66.997	4343.433	362.303	4670.061	729.452	5086.221	317.775	--undefined--	--undefined--
1489	7.465249	11	484.896	108.195	995.682	303.255	1655.103	109.992	1929.937	294.098	2630.865	56.256	3144.755	275.748	3448.175	118.490	4024.837	81.002	4085.560	484.675	4550.374	224.559	5000.703	154.236	--undefined--	--undefined--
1490	7.470249	11	509.040	143.289	1001.505	541.122	1633.797	127.739	1898.885	359.491	2608.697	70.980	3008.976	396.347	3456.716	125.648	3992.137	63.864	4157.570	583.194	4509.948	243.454	4996.236	108.147	--undefined--	--undefined--
1491	7.475249	11	426.273	137.491	783.652	611.889	1611.792	102.585	1811.037	369.070	2595.317	136.550	2886.798	512.586	3506.406	181.612	3967.825	54.511	4201.920	1293.869	4519.768	296.580	4997.481	299.293	--undefined--	--undefined--
1492	7.480249	12	371.289	117.989	773.914	461.473	1637.689	96.965	1856.660	411.418	2596.463	93.852	2902.452	484.160	3505.486	163.759	3524.508	3306.769	3929.318	42.085	4358.147	236.409	4734.782	186.269	5309.456	695.751
1493	7.485249	11	350.653	117.579	752.316	302.684	1613.338	163.909	1811.822	227.177	2576.184	58.023	2915.711	568.570	3140.574	1692.907	3524.039	183.156	3923.385	66.802	4320.257	99.674	4758.718	102.848	--undefined--	--undefined--
1494	7.490249	12	356.022	232.923	763.738	296.165	1574.804	198.285	1772.608	208.623	2568.455	68.042	2739.443	1109.250	3292.526	927.638	3494.085	164.476	3987.640	214.744	4340.146	160.119	4756.348	169.752	5349.844	540.789
1495	7.495249	12	465.627	289.422	666.620	525.879	1444.834	448.941	1712.082	221.374	2195.795	575.981	2613.837	78.246	3418.671	98.091	3573.002	297.128	4067.420	168.937	4378.499	318.142	4740.641	234.404	5289.089	357.851
