frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)	F9(Hz)	B9(Hz)	F10(Hz)	B10(Hz)	F11(Hz)	B11(Hz)	F12(Hz)	B12(Hz)
2208	11.060249	11	701.409	263.519	805.295	6346.563	1022.210	414.646	1142.795	248.987	2131.794	317.817	2682.950	61.168	3116.891	387.451	3570.321	124.203	3968.900	90.827	4494.617	138.565	4972.324	427.703	--undefined--	--undefined--
2209	11.065249	11	649.197	160.393	951.069	206.941	1211.651	170.409	2015.333	311.718	2640.817	108.965	2906.714	293.037	3471.922	159.140	3825.253	257.882	4153.706	321.195	4597.968	206.974	5331.798	224.402	--undefined--	--undefined--
2210	11.070249	11	600.900	225.514	913.950	139.970	1216.962	162.492	1889.930	443.307	2619.229	154.942	2865.344	232.624	3407.419	84.505	3767.148	129.354	4188.067	159.051	4613.724	178.472	5318.057	202.073	--undefined--	--undefined--
2211	11.075249	11	499.430	325.603	901.020	63.721	1237.428	232.140	2007.078	1523.993	2542.396	559.529	2787.103	201.133	3426.577	112.873	3728.164	133.566	4160.942	157.805	4634.818	184.876	5343.140	329.777	--undefined--	--undefined--
2212	11.080249	11	582.891	228.814	930.450	68.661	1285.421	169.660	2258.009	542.747	2745.932	246.225	2770.614	714.641	3481.009	149.778	3780.363	208.695	4077.835	168.098	4644.916	244.251	5254.495	431.162	--undefined--	--undefined--
2213	11.085249	11	613.342	131.501	1000.070	94.012	1376.867	263.929	2262.711	821.653	2511.158	764.936	2768.514	231.044	3422.793	200.733	3751.053	260.986	4025.013	114.539	4569.284	180.534	5247.757	304.376	--undefined--	--undefined--
2214	11.090249	11	622.110	173.504	1026.294	101.204	1494.908	306.389	2395.782	477.870	2540.501	1732.845	2751.704	343.329	3415.115	202.779	3805.146	283.022	4064.573	196.675	4552.140	196.108	5297.405	227.948	--undefined--	--undefined--
2215	11.095249	11	628.855	147.192	1045.493	101.266	1541.791	291.268	2376.412	636.284	2669.577	574.705	2842.961	628.967	3430.622	276.778	3828.092	252.208	4094.564	191.854	4618.372	225.559	5343.005	270.009	--undefined--	--undefined--
2216	11.100249	11	600.360	133.839	1059.208	103.076	1584.181	400.994	1836.493	1190.182	2545.140	255.535	2862.890	265.020	3367.239	293.546	3765.472	234.807	3994.687	123.412	4577.650	202.632	5222.615	901.503	--undefined--	--undefined--
2217	11.105249	11	583.039	171.106	1043.697	113.826	1437.367	382.363	2045.908	684.761	2562.425	196.075	2843.799	373.058	3349.198	250.969	3808.168	198.535	3976.632	159.498	4548.874	200.887	5231.399	823.366	--undefined--	--undefined--
2218	11.110249	10	650.885	298.678	1071.299	101.206	1617.375	717.885	2468.939	597.317	2604.143	211.005	3257.976	268.102	3321.425	2503.461	3831.636	136.843	4109.958	192.658	4580.639	136.074	--undefined--	--undefined--	--undefined--	--undefined--
2219	11.115249	10	267.350	391.177	680.142	200.010	1082.083	87.820	1554.725	609.204	2580.728	513.704	2606.341	204.239	3285.646	177.226	3802.001	162.812	4071.715	140.735	4586.048	131.491	--undefined--	--undefined--	--undefined--	--undefined--
2220	11.120249	12	286.477	462.240	673.167	4342.641	684.684	209.291	1076.073	90.031	1639.347	737.046	2574.758	578.246	2634.444	201.587	3295.888	157.509	3811.291	204.954	4029.212	114.033	4616.559	192.036	5293.447	263.990
2221	11.125249	12	278.302	432.753	663.307	169.447	1041.589	100.272	1411.589	778.823	2007.080	727.243	2581.919	163.596	2841.614	490.748	3336.864	226.849	3799.507	201.082	4038.456	136.004	4636.727	363.989	5244.527	386.907
2222	11.130249	12	311.191	446.351	666.383	162.886	1046.322	94.672	1348.301	742.164	2052.290	652.949	2590.000	123.743	2847.227	458.092	3361.837	184.610	3803.115	211.625	4030.000	150.836	4656.435	375.515	5232.842	606.905
2223	11.135249	11	363.306	574.834	647.802	203.582	1059.945	116.708	1269.347	749.037	2143.269	700.315	2588.769	150.976	2874.979	549.326	3332.921	223.444	3815.569	329.353	4002.011	206.633	4669.465	529.836	--undefined--	--undefined--
2224	11.140249	11	391.839	1045.750	617.969	188.217	1066.172	97.199	1186.094	1129.695	2141.586	895.870	2591.204	144.096	2886.600	629.335	3344.124	235.709	3850.215	389.100	4005.013	237.481	4740.783	562.276	--undefined--	--undefined--
2225	11.145249	11	608.358	160.065	701.319	1292.346	1071.402	94.534	1712.106	1665.455	2236.696	1236.815	2589.948	134.648	2948.213	602.761	3383.182	228.826	3870.734	445.104	4016.833	258.456	4758.331	462.350	--undefined--	--undefined--
2226	11.150249	11	612.279	120.157	711.601	1135.089	1077.944	65.630	1728.611	1194.487	2375.429	928.618	2595.623	131.324	2966.103	496.361	3405.017	175.179	3868.121	307.789	4060.435	301.540	4757.647	409.718	--undefined--	--undefined--
2227	11.155249	11	620.994	108.938	637.219	930.048	1089.847	60.754	1737.686	834.356	2463.023	595.523	2594.093	184.871	2983.499	375.408	3419.655	139.731	3853.347	239.531	4098.164	280.706	4780.319	350.941	--undefined--	--undefined--
2228	11.160249	11	363.019	712.433	628.348	72.580	1079.751	43.923	1558.785	895.106	2309.430	707.502	2582.123	123.654	2957.963	358.098	3426.319	161.825	3918.498	346.354	4040.173	451.857	4810.715	788.472	--undefined--	--undefined--
2229	11.165249	12	362.599	611.603	630.786	69.842	1075.120	39.668	1519.900	767.582	2278.683	657.517	2576.091	107.544	2941.650	357.670	3431.420	179.561	3632.849	1168.808	3972.258	201.364	4362.009	606.286	5271.347	458.512
2230	11.170249	12	351.033	595.328	632.686	63.134	1076.482	36.324	1581.161	751.516	2338.145	680.462	2578.199	108.800	2970.655	332.566	3434.656	158.927	3984.896	249.779	4083.191	795.192	4296.067	2102.292	5243.835	548.227
2231	11.175249	11	364.677	650.204	629.785	64.792	1077.979	39.196	1619.941	765.260	2407.354	676.967	2575.076	121.828	2980.217	322.103	3429.804	147.571	3995.281	251.515	4041.438	633.728	5174.535	755.421	--undefined--	--undefined--
2232	11.180249	11	355.494	622.794	631.264	66.407	1080.559	38.170	1662.302	685.570	2415.454	587.210	2579.154	134.708	2987.341	291.653	3427.102	141.565	3980.147	275.622	4033.729	556.166	4805.634	522.475	--undefined--	--undefined--
2233	11.185249	11	388.327	792.370	624.818	66.259	1081.535	37.497	1698.208	696.073	2462.645	530.030	2574.056	138.480	2992.048	266.275	3424.929	118.582	3941.605	285.502	4071.341	395.836	4783.102	392.844	--undefined--	--undefined--
2234	11.190249	11	359.468	627.590	628.687	68.508	1081.366	36.481	1664.890	668.016	2429.200	530.748	2574.875	139.897	2992.307	255.608	3422.411	128.097	3954.952	265.870	4066.539	510.434	4753.072	415.781	--undefined--	--undefined--
2235	11.195249	11	361.779	709.722	624.430	60.755	1080.765	34.274	1663.155	731.659	2449.933	584.327	2564.047	128.897	2986.340	259.369	3418.593	117.561	3966.753	229.996	4068.983	609.480	4750.595	468.092	--undefined--	--undefined--
2236	11.200249	11	360.113	525.101	628.943	63.665	1079.216	35.612	1621.151	659.059	2402.719	615.707	2561.893	135.596	2983.516	270.027	3414.194	139.637	3978.027	205.299	4157.423	1663.868	4498.810	908.230	--undefined--	--undefined--
2237	11.205249	11	353.808	619.527	623.624	55.850	1079.338	33.781	1621.713	720.952	2411.187	606.062	2556.190	116.639	2984.338	246.267	3412.102	113.840	3981.690	192.341	4136.399	906.284	4762.494	944.997	--undefined--	--undefined--
2238	11.210249	11	357.436	607.382	624.035	64.866	1076.714	39.261	1636.549	632.389	2414.686	468.787	2560.376	126.801	2994.434	220.606	3408.198	113.148	3994.401	182.462	4052.017	665.188	4830.998	683.772	--undefined--	--undefined--
2239	11.215249	11	347.368	649.137	621.097	56.544	1078.764	36.134	1624.183	653.415	2417.726	474.898	2555.709	107.810	2986.880	201.195	3406.382	93.052	3985.239	193.188	4098.146	507.602	4931.339	755.422	--undefined--	--undefined--
2240	11.220249	11	343.670	593.802	621.533	64.651	1076.892	44.300	1596.235	622.201	2399.304	465.927	2561.496	118.187	2977.647	207.765	3399.440	95.557	3998.855	184.336	4154.018	524.193	5233.684	842.032	--undefined--	--undefined--
2241	11.225249	11	331.484	641.464	619.105	58.504	1078.777	42.210	1609.741	638.169	2410.056	497.800	2553.910	111.604	2982.133	210.522	3399.832	83.813	4000.365	169.247	4202.765	560.983	5208.144	977.567	--undefined--	--undefined--
2242	11.230249	12	336.911	654.800	616.860	65.450	1076.173	53.316	1599.442	652.271	2416.628	523.611	2549.255	126.403	2983.150	230.411	3396.004	85.654	3599.539	3879.897	4005.166	161.002	4260.289	539.619	5042.318	640.417
2243	11.235249	12	314.709	717.435	616.348	60.851	1079.069	54.855	1628.584	746.411	2414.783	607.152	2538.439	114.108	2969.799	212.717	3393.504	74.689	3493.736	5171.604	3993.628	158.834	4243.263	460.840	5110.187	516.253
2244	11.240249	12	337.060	770.373	613.901	65.270	1078.236	72.030	1662.126	804.689	2476.086	650.849	2528.045	126.122	2728.667	4656.412	2969.712	221.766	3393.438	76.709	3995.753	147.912	4253.774	474.073	5167.517	421.415
2245	11.245249	12	317.085	648.246	616.195	63.127	1081.290	77.373	1579.164	854.011	2344.410	887.448	2522.087	106.608	2946.648	256.316	3051.800	1965.915	3390.822	84.975	3985.203	151.481	4295.482	453.175	5201.009	386.744
2246	11.250249	12	345.262	656.518	613.679	63.435	1082.797	82.410	1572.962	915.130	2349.619	1058.644	2518.434	111.859	2904.747	1464.102	2952.650	296.867	3399.582	87.225	3981.240	137.765	4297.051	446.951	5211.850	359.014
2247	11.255249	12	329.807	704.272	614.120	65.635	1087.547	88.860	1671.117	1053.290	2193.317	1940.313	2519.988	138.366	2650.155	915.393	2974.432	311.609	3412.911	89.459	3992.111	133.684	4325.858	482.732	5252.396	332.349
2248	11.260249	12	351.448	704.371	611.703	62.141	1090.585	93.994	1548.073	1362.634	2035.480	1191.811	2515.447	146.122	2757.155	709.781	2989.593	324.203	3419.630	80.412	4007.003	106.194	4395.658	411.993	5281.930	339.815
2249	11.265249	12	359.361	845.369	612.024	71.158	1100.804	95.274	1264.412	3192.738	1885.460	1045.233	2539.255	148.946	2598.953	771.782	3001.756	263.011	3414.791	77.265	4015.971	115.053	4451.039	378.731	5244.444	629.074
2250	11.270249	12	394.950	825.055	608.730	66.003	1102.226	82.905	1254.049	3314.819	1891.174	1083.873	2538.547	133.312	2613.752	782.323	3007.780	263.409	3415.313	79.833	4014.554	110.144	4441.423	409.678	5143.071	540.867
2251	11.275249	12	365.771	669.450	610.469	73.072	1105.387	84.421	1586.967	1342.568	2346.495	893.396	2545.545	116.420	2735.210	2690.299	2997.748	267.499	3406.256	111.951	4012.860	141.634	4367.781	524.829	5117.723	396.073
2252	11.280249	12	375.122	759.108	603.300	64.228	1100.698	70.235	1677.277	1238.299	2285.131	3992.350	2460.743	856.090	2536.437	106.912	3001.610	253.730	3404.766	100.251	4010.928	134.809	4284.088	495.969	5110.133	332.663
2253	11.285249	12	352.335	668.234	604.565	70.235	1105.409	69.267	1723.457	1221.055	2300.003	2227.949	2452.171	1240.959	2529.932	96.331	3006.237	271.224	3408.717	112.213	4012.340	159.270	4238.845	371.967	5073.911	308.895
2254	11.290249	11	379.205	827.955	599.238	61.204	1104.206	54.104	1767.484	952.996	2525.087	100.170	2539.482	735.858	3023.785	241.485	3414.814	96.390	4009.580	140.964	4222.502	356.406	5030.508	301.801	--undefined--	--undefined--
2255	11.295249	11	370.864	754.425	601.649	71.314	1110.101	52.333	1808.306	991.063	2517.294	109.565	2541.431	788.167	3021.829	247.302	3420.518	123.211	4045.447	144.023	4273.317	625.567	4929.570	543.759	--undefined--	--undefined--
2256	11.300249	11	393.391	831.985	596.905	60.662	1107.761	42.309	1775.585	962.024	2511.941	94.615	2543.143	698.060	3019.102	223.391	3423.437	105.386	4049.044	133.779	4293.882	692.660	4874.908	793.111	--undefined--	--undefined--
2257	11.305249	11	353.201	604.635	599.650	65.553	1111.349	38.374	1739.780	846.237	2463.983	816.406	2510.291	85.118	3011.814	222.726	3426.147	122.148	4044.222	138.911	4354.104	660.767	4922.893	971.022	--undefined--	--undefined--
2258	11.310249	11	373.055	736.724	594.192	58.657	1114.165	33.298	1730.193	832.382	2490.314	702.181	2503.878	87.548	3021.028	208.393	3431.481	107.973	4030.425	137.718	4299.621	523.295	5019.458	572.174	--undefined--	--undefined--
2259	11.315249	12	336.417	555.389	596.346	63.623	1116.725	39.333	1630.390	871.101	2330.466	941.733	2488.958	98.145	3022.758	255.045	3089.928	2268.368	3435.059	119.677	4016.932	166.650	4396.376	394.181	5097.377	558.146
2260	11.320249	12	334.359	747.394	588.473	55.280	1131.387	39.295	1586.545	1107.335	2322.763	1045.574	2479.213	89.440	2970.777	2450.058	3019.882	256.772	3438.057	102.681	4015.244	170.099	4363.033	420.815	5094.959	496.263
2261	11.325249	12	306.795	584.663	585.916	61.914	1156.592	68.438	1411.345	845.555	2145.645	615.066	2463.891	105.883	2994.509	296.109	3349.913	827.850	3438.896	150.873	4057.585	141.190	4429.828	567.405	5048.652	322.066
2262	11.330249	12	332.445	609.543	578.112	55.681	1180.206	64.539	1460.878	1105.566	2102.862	842.658	2437.608	109.813	2978.345	385.438	3196.448	662.435	3449.988	132.556	4051.514	118.788	4358.031	461.475	5030.831	230.787
2263	11.335249	12	319.508	384.072	576.190	60.170	1194.436	50.724	1540.872	644.813	2258.923	666.830	2463.238	280.642	2884.945	424.980	3208.687	438.846	3478.960	181.151	4021.659	93.400	4322.106	334.592	4972.099	170.433
2264	11.340249	12	332.946	394.056	559.172	58.255	1206.483	52.344	1452.324	547.741	2229.261	405.471	2536.504	314.417	2880.244	419.013	3229.466	328.174	3494.208	177.698	4021.451	72.602	4298.103	346.408	4957.760	125.963
2265	11.345249	12	328.293	318.953	547.798	86.119	1229.157	86.673	1463.278	466.135	2213.010	457.747	2518.024	204.832	2952.168	328.715	3280.649	184.837	3571.547	201.096	4028.999	143.428	4308.558	787.671	4921.331	167.725
2266	11.350249	12	372.533	464.347	507.549	100.452	1254.962	103.675	1482.687	646.062	2285.605	661.287	2500.117	196.300	3020.322	403.056	3307.909	209.533	3667.851	271.350	3762.884	1076.211	4172.441	423.231	4924.447	131.960
2267	11.355249	11	245.716	498.222	496.936	53.660	1252.009	52.746	1587.995	669.040	2477.607	219.591	2480.011	580.617	3075.022	336.188	3333.941	164.956	3700.250	167.685	4136.919	412.400	4926.976	163.771	--undefined--	--undefined--
2268	11.360249	12	218.623	128.611	492.569	86.140	1217.122	59.216	1576.081	448.174	2238.105	423.657	2527.557	193.715	2836.288	244.639	3293.187	149.867	3686.776	221.298	4086.055	394.502	4889.728	302.755	4984.464	814.081
2269	11.365249	12	215.181	65.796	506.716	179.835	1188.976	64.002	1616.273	426.192	2267.832	372.538	2588.072	161.064	2835.471	246.513	3349.558	171.316	3887.618	699.913	4164.970	310.039	4951.067	222.730	4975.532	1156.919
2270	11.370249	12	213.247	44.991	549.808	202.538	1182.899	90.519	1723.969	678.152	2278.453	944.266	2549.431	196.041	2804.262	203.650	3372.461	221.797	4031.734	1477.547	4237.743	449.733	4548.345	928.527	5021.149	377.722
2271	11.375249	11	208.089	39.021	584.065	123.207	1173.822	68.151	1759.610	388.665	2213.182	913.085	2571.471	124.223	2849.617	154.362	3485.145	110.956	4057.783	284.019	4472.063	250.598	5011.918	318.206	--undefined--	--undefined--
2272	11.380249	11	181.535	44.528	572.840	65.370	1154.289	74.833	1595.336	305.857	2012.552	339.881	2563.487	144.738	2907.531	175.218	3497.099	67.243	4000.033	228.084	4456.471	226.792	4973.910	426.145	--undefined--	--undefined--
2273	11.385249	12	191.782	40.118	580.402	93.989	1169.168	76.821	1551.970	293.867	2072.979	370.155	2508.952	205.837	2973.563	225.508	3460.762	133.481	3983.935	342.594	4420.253	413.775	4788.071	886.164	5134.068	379.542
2274	11.390249	12	220.141	63.234	602.363	137.616	1157.113	84.835	1579.033	260.727	2178.800	349.447	2481.863	248.121	2986.697	186.766	3448.023	280.555	3884.512	399.854	4354.991	371.924	4695.169	429.947	5114.193	193.005
2275	11.395249	12	232.847	420.369	579.573	196.748	1176.375	94.933	1635.098	248.244	2183.842	395.791	2549.050	288.342	2999.552	259.551	3352.858	206.018	3847.735	407.765	4295.070	527.025	4651.591	259.847	5119.976	192.826
2276	11.400249	11	618.496	316.805	1201.551	245.908	1729.294	263.315	2168.386	360.817	2628.718	282.675	2997.910	232.385	3356.617	152.331	3757.612	401.432	4173.738	416.927	4651.736	326.595	5297.632	607.735	--undefined--	--undefined--
2277	11.405249	12	416.599	492.356	874.504	416.479	1189.011	694.429	1727.625	244.342	2141.241	381.784	2656.449	255.009	2998.889	223.809	3388.317	129.718	3754.749	282.938	4189.363	294.847	4665.226	239.262	5335.806	404.647
2278	11.410249	12	479.145	334.728	913.818	2059.665	934.275	267.846	1682.144	211.536	2030.094	363.928	2678.363	204.089	2992.362	265.534	3436.241	106.478	3787.119	221.681	4222.550	167.654	4684.339	204.792	5314.793	328.813
2279	11.415249	11	473.266	194.939	927.042	221.066	1633.265	193.650	1951.942	303.454	2675.711	86.628	3068.507	358.752	3458.758	74.476	3832.773	197.889	4230.967	91.875	4686.435	146.114	5317.715	396.201	--undefined--	--undefined--
2280	11.420249	12	428.658	172.145	869.147	467.875	1582.793	295.514	1696.328	4697.870	1831.792	522.250	2655.158	28.228	3269.965	164.828	3492.068	98.996	3961.783	172.348	4255.944	118.769	4693.161	181.359	5300.382	443.141
2281	11.425249	12	358.255	406.753	765.493	415.834	1550.250	161.656	1875.835	1268.560	1997.176	2906.455	2653.995	44.952	3274.818	132.894	3521.316	116.973	4048.925	61.678	4274.356	160.960	4794.412	394.642	5242.154	481.070
2282	11.430249	12	367.244	218.744	781.492	170.029	1572.890	131.490	1688.960	1077.681	2526.954	1181.538	2621.048	87.013	3321.963	251.318	3541.403	387.321	4051.983	33.723	4193.022	131.119	4777.569	332.740	5177.328	266.717
2283	11.435249	11	609.454	314.064	1154.221	1000.276	1629.163	123.544	2382.596	1037.292	2641.640	125.542	3130.732	808.973	3526.096	188.374	4035.320	44.133	4132.629	127.858	4706.437	250.877	5102.239	162.783	--undefined--	--undefined--
2284	11.440249	11	543.355	139.591	1117.604	389.869	1605.122	67.423	2193.663	448.082	2668.794	93.799	3242.174	557.068	3497.847	272.687	4011.532	60.800	4090.992	201.796	4684.939	215.967	5054.260	198.537	--undefined--	--undefined--
2285	11.445249	11	519.975	177.458	1122.831	504.297	1578.533	58.423	2137.401	515.759	2621.411	95.212	3329.976	398.079	3495.474	372.400	3999.299	47.738	4274.525	427.594	4691.093	579.600	5009.396	409.073	--undefined--	--undefined--
2286	11.450249	11	485.415	163.191	1021.290	654.403	1595.909	89.603	1987.894	518.719	2598.081	88.245	3203.803	336.343	3506.088	116.619	4019.131	82.887	4379.361	210.250	4883.331	318.174	5002.564	818.891	--undefined--	--undefined--
2287	11.455249	11	491.622	124.817	992.943	537.389	1637.234	100.853	2035.299	534.386	2631.948	76.108	3170.297	425.404	3470.066	94.827	4054.826	123.374	4469.158	194.390	4774.502	945.107	4944.402	261.344	--undefined--	--undefined--
2288	11.460249	11	494.974	152.526	1111.925	605.225	1642.046	103.276	2097.604	604.410	2666.332	119.326	3047.057	614.119	3457.812	67.229	4025.638	86.726	4417.292	553.967	4576.673	185.921	5088.341	259.157	--undefined--	--undefined--
2289	11.465249	11	520.909	245.550	1038.909	538.023	1573.638	60.480	2060.470	260.204	2706.640	88.376	3037.907	565.504	3479.377	39.158	4030.631	60.196	4315.791	631.867	4587.357	138.230	5123.785	170.471	--undefined--	--undefined--
2290	11.470249	11	645.841	282.493	959.166	422.225	1549.178	37.525	2066.864	268.123	2704.719	99.338	3026.738	474.159	3481.988	54.894	4038.242	66.252	4278.875	517.281	4639.583	269.149	5108.687	160.694	--undefined--	--undefined--
